"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Madagascar as a model region of species diversification","https://scispace.com/paper/madagascar-as-a-model-region-of-species-diversification-1xwqhbyj7a","8/2009","Journal Article","Trends in Ecology and Evolution","Miguel Vences
Katharina C. Wollenberg
David R. Vieites
David C. Lees","10.1016/j.tree.2009.03.011","https://www.zotero.org/johankarlssonk9/items/TRLAYS4X/attachment/D4JCQS9M/reader","Tropical biotas provide excellent settings in which to explore mechanisms of evolutionary diversification, yet these processes remain poorly understood. Pioneering work on biodiversity patterns and diversification processes in other tropical regions has recently been complemented by studies in Madagascar. Here we review diversity models and diversification mechanisms proposed for the fauna of this island and the perspectives for testing them. Madagascar has a diverse biota that has evolved in isolation, and is characterised by regionally pronounced and locally steep environmental gradients, common patterns of microendemism across taxa and numerous evolutionary radiations. These characteristics establish Madagascar as a promising system for the study of pattern and process in species diversification."
"Microrefugia","https://scispace.com/paper/7EY8QXIZ","03/2009","Journal Article","Journal of Biogeography","Valentí Rull","10.1111/j.1365-2699.2008.02023.x","https://www.zotero.org/johankarlssonk9/items/7EY8QXIZ/attachment/296H9PHM/reader","The concept of microrefugia is widely accepted to explain the post-glacial colonization of continents, which led to the present-day biotic conﬁguration of the Earth. However, so far, microrefugia are no more than a ‘theoretical necessity’ without an appropriate biogeographical and ecological characterization. Here, a tentative deﬁnition and a classiﬁcation of microrefugia, based on the existing literature, are proposed for discussion. A deeper biogeographical analysis of the concept is suggested using novel ecological models and methods, in order to develop new hypotheses to be tested with palaeoecological and molecular phylogenetic tools."
"Genomics, biogeography, and the diversification of placental mammals","https://scispace.com/paper/DUI6ESPV","2007","Journal Article","Proceedings of the National Academy of Sciences","Derek E. Wildman
Monica Uddin
Juan C. Opazo
Guozhen Liu
Vincent Lefort
Stephane Guindon
Olivier Gascuel
Lawrence I. Grossman
Roberto Romero
Morris Goodman","10.1073/pnas.0704342104","https://www.zotero.org/johankarlssonk9/items/DUI6ESPV/attachment/MRQIIWX5/reader","Previous molecular analyses of mammalian evolutionary relationships involving a wide range of placental mammalian taxa have been restricted in size from one to two dozen gene loci and have not decisively resolved the basal branching order within Placentalia. Here, on extracting from thousands of gene loci both their coding nucleotide sequences and translated amino acid sequences, we attempt to resolve key uncertainties about the ancient branching pattern of crown placental mammals. Focusing on ≈1,700 conserved gene loci, those that have the more slowly evolving coding sequences, and using maximum-likelihood, Bayesian inference, maximum parsimony, and neighbor-joining (NJ) phylogenetic tree reconstruction methods, we find from almost all results that a clade (the southern Atlantogenata) composed of Afrotheria and Xenarthra is the sister group of all other (the northern Boreoeutheria) crown placental mammals, among boreoeutherians Rodentia groups with Lagomorpha, and the resultant Glires is close to Primates. Only the NJ tree for nucleotide sequences separates Rodentia (murids) first and then Lagomorpha (rabbit) from the other placental mammals. However, this nucleotide NJ tree still depicts Atlantogenata and Boreoeutheria but minus Rodentia and Lagomorpha. Moreover, the NJ tree for amino acid sequences does depict the basal separation to be between Atlantogenata and a Boreoeutheria that includes Rodentia and Lagomorpha. Crown placental mammalian diversification appears to be largely the result of ancient plate tectonic events that allowed time for convergent phenotypes to evolve in the descendant clades."
"Faunistics and ages of the East African islands","https://scispace.com/paper/faunistics-and-ages-of-the-east-african-islands-2zkvkelxqv","1940","Journal Article","Nature","R. E. Moreau
R. H. W. Pakenham","10.1038/146462A0","","ON an ordinary map the three low tropical islands of Pemba, Zanzibar and Mafia appear to bear a similar relationship to the African continent, from which they are all distant less than thirty miles. In fact, however, while the last two islands are on the continental shelf, Pemba is surrounded by water 2,500 ft. deep. Geological opinion is unanimous that Zanzibar and Mafia have been separated from the mainland only since Pleistocene times, but the geological history of Pemba is more uncertain. It has been maintained by Stockley1,2 that this island has not been connected with Africa at least since Miocene times and his views have obtained wide currency. Actually the geological evidence on which this view is based is not very conclusive; for it is limited to the apparent non-existence of an unconformity between the (non-fossiliferous) Wete beds and the Chakechake beds which are dated as early Miocene."
"Evolutionary diversification, coevolution between populations and their antagonists, and the filling of niche space","https://scispace.com/paper/GMAKY9AN","2010","Journal Article","Proceedings of the National Academy of Sciences","Robert E. Ricklefs","10.1073/pnas.0913626107","https://www.zotero.org/johankarlssonk9/items/GMAKY9AN/attachment/9PUX5J4K/reader","The population component of a species’ niche corresponds to the distribution of individuals across environments within a region. As evolutionary clades of species diversify, they presumably fill niche space, and, consequently, the rate of increase in species numbers slows. Total niche space and species numbers appear to be relatively stable over long periods, and so an increase in the species richness of one clade must be balanced by decrease in others. However, in several analyses, the total population niche space occupied per clade is independent of the number of species, suggesting that species in more diverse clades overlap more in niche space. This overlap appears to be accommodated by variation in the populations of each species, including their absence, within suitable niche space. I suggest that the uneven filling of niche space results from localized outcomes of the dynamic coevolutionary interactions of populations with their pathogens or other antagonists. Furthermore, I speculate that relationships with pathogens might constrain diversification if pathogen diversity increased with host diversity and resulted in more frequent host switching and emergent disease. Many indirect observations are consistent with these scenarios. However, the postulated influence of pathogens on the filling of niche space and diversification of clades primarily highlights our lack of knowledge concerning the space and time dimensions of coevolutionary interactions and their influence on population distribution and species diversification."
"Faunal Evidence for East African Pliocene Paleoecology: Hominin Environments in the East African Pliocene: An Assessment of the Faunal Evidence. Edited by René Bobe, Zeresenay Alemseged, and Anna K. Behrensmeyer. Dordrecht: Springer. 2007. 354 pp., $129.00 (cloth). ISBN 978-1-4020-3097-0.","https://scispace.com/paper/faunal-evidence-for-east-african-pliocene-paleoecology-55aqic7dow","6/2009","Journal Article","Journal of Mammalian Evolution","Kaye E. Reed","10.1007/s10914-008-9102-x","https://www.zotero.org/johankarlssonk9/items/LDAMNNPM/attachment/DG9L68YA/reader","It is almost a shame about the title of this book. It is about a lot more than hominin environments, although all of the twelve submitted papers, the preface, and the finale at least allude to climate and habitats. There is so much more to be acquired from mammalian fauna than simply hominin environments as many of these chapters attest. Rather than providing an exhaustive account of each chapter, I hope to present the highlights, both good and bad, so that a reader may determine whether this book is a necessary addition to his or her library, or if it could be used as class reading material. While many people think of the environment as the climate and habitat surrounding various species, the American Heritage Science Dictionary (2005) defines environment as “All of the biotic and abiotic factors that act on an organism, population, or ecological community and influence its survival and development. Biotic factors include the organisms themselves, their food, and their interactions. Abiotic factors include such items as sunlight, soil, air, water, climate, and pollution. Organisms respond to changes in their environment by evolutionary adaptations in form and behavior.” I might have attributed that definition to ecology, but no matter, the book touches in various ways on all of these aspects of East African Pliocene paleoecology. The abiotic is addressed briefly and superbly by Rick Potts in the sections on global and northeast African climate dynamics in his chapter on environmental hypotheses of Pliocene human evolution. The summation of climatic influences possibly caused by precessional, eccentricity, and obliquity changes as recorded in dust, sapropel, depositional, erosional, and SST records is one of the clearest I have encountered. The upshot, of course, is that these records point to shortand longterm climatic variability, which feeds into his hypothesis of variability selection for hominins, but Potts also supplies an interesting summary table on all environmental hypotheses that relate to adaptive evolution. The introductory chapter by the editors outlines various approaches to using fauna to investigate environmental change through time. Some of the tables are very useful, especially one that has the distribution one could expect from scale and type of evidence (scale = basin, type = biostratigraphic ranges and taxonomic dominance through time) with inferences for a single taxon or multiple taxa. The remaining chapters focus more fully on the biotic factors that supply the context for hominin evolution and provide biotic information on other mammalian fauna as it relates to other evolutionary lineages. Evolutionary histories are provided in lesser J Mammal Evol (2009) 16:147–149 DOI 10.1007/s10914-008-9102-x"
"Faunistics and ages of the east african islands nature","https://scispace.com/paper/faunistics-and-ages-of-the-east-african-islands-2zkvkelxqv","1940","Document","Nature","Moreau
Pakenham 1940","10.1038/146462A0","","ON an ordinary map the three low tropical islands of Pemba, Zanzibar and Mafia appear to bear a similar relationship to the African continent, from which they are all distant less than thirty miles. In fact, however, while the last two islands are on the continental shelf, Pemba is surrounded by water 2,500 ft. deep. Geological opinion is unanimous that Zanzibar and Mafia have been separated from the mainland only since Pleistocene times, but the geological history of Pemba is more uncertain. It has been maintained by Stockley1,2 that this island has not been connected with Africa at least since Miocene times and his views have obtained wide currency. Actually the geological evidence on which this view is based is not very conclusive; for it is limited to the apparent non-existence of an unconformity between the (non-fossiliferous) Wete beds and the Chakechake beds which are dated as early Miocene."
"Are rates of species diversification correlated with rates of morphological evolution?","https://scispace.com/paper/are-rates-of-species-diversification-correlated-with-rates-44ms0l7lja","2009","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Dean C. Adams
Chelsea M. Berns
Kenneth H. Kozak
John J. Wiens","10.1098/rspb.2009.0543","https://scispace.com/pdf/are-rates-of-species-diversification-correlated-with-rates-44ms0l7lja.pdf","Some major evolutionary theories predict a relationship between rates of proliferation of new species (species diversification) and rates of morphological divergence between them. However, this relationship has not been rigorously tested using phylogeny-based approaches. Here, we test this relationship with morphological and phylogenetic data from 190 species of plethodontid salamanders. Surprisingly, we find that rates of species diversification and morphological evolution are not significantly correlated, such that rapid diversification can occur with little morphological change, and
              vice versa
              . We also find that most clades have undergone remarkably similar patterns of morphological evolution (despite extensive sympatry) and that those relatively novel phenotypes are not associated with rapid diversification. Finally, we find a strong relationship between rates of size and shape evolution, which has not been previously tested."
"Ecological consequences of early Late Pleistocene megadroughts in tropical Africa","https://scispace.com/paper/ETPKZCZI","2007","Journal Article","Proceedings of the National Academy of Sciences","Andrew S. Cohen
Jeffery R. Stone
Kristina R. M. Beuning
Lisa E. Park
Peter N. Reinthal
David Dettman
Christopher A. Scholz
Thomas C. Johnson
John W. King
Michael R. Talbot
Erik T. Brown
Sarah J. Ivory","10.1073/pnas.0703873104","https://www.zotero.org/johankarlssonk9/items/ETPKZCZI/attachment/BMIZL23K/reader","Extremely arid conditions in tropical Africa occurred in several discrete episodes between 135 and 90 ka, as demonstrated by lake core and seismic records from multiple basins [Scholz CA, Johnson TC, Cohen AS, King JW, Peck J, Overpeck JT, Talbot MR, Brown ET, Kalindekafe L, Amoako PYO,
              et al.
              (2007)
              Proc Natl Acad Sci USA
              104:16416–16421]. This resulted in extraordinarily low lake levels, even in Africa's deepest lakes. On the basis of well dated paleoecological records from Lake Malawi, which reflect both local and regional conditions, we show that this aridity had severe consequences for terrestrial and aquatic ecosystems. During the most arid phase, there was extremely low pollen production and limited charred-particle deposition, indicating insufficient vegetation to maintain substantial fires, and the Lake Malawi watershed experienced cool, semidesert conditions (<400 mm/yr precipitation). Fossil and sedimentological data show that Lake Malawi itself, currently 706 m deep, was reduced to an ≈125 m deep saline, alkaline, well mixed lake. This episode of aridity was far more extreme than any experienced in the Afrotropics during the Last Glacial Maximum (≈35–15 ka). Aridity diminished after 95 ka, lake levels rose erratically, and salinity/alkalinity declined, reaching near-modern conditions after 60 ka. This record of lake levels and changing limnological conditions provides a framework for interpreting the evolution of the Lake Malawi fish and invertebrate species flocks. Moreover, this record, coupled with other regional records of early Late Pleistocene aridity, places new constraints on models of Afrotropical biogeographic refugia and early modern human population expansion into and out of tropical Africa."
"The role of molecular genetics in sculpting the future of integrative biogeography","https://scispace.com/paper/WNHDJ9ZY","04/2008","Journal Article","Progress in Physical Geography: Earth and Environment","Brett R. Riddle
Michael N. Dawson
Elizabeth A. Hadly
David J. Hafner
Michael J. Hickerson
Stacy J. Mantooth
Anne D. Yoder","10.1177/0309133308093822","https://www.zotero.org/johankarlssonk9/items/WNHDJ9ZY/attachment/4ZL6RWN6/reader","We review the expanding role of molecular genetics in the emergence of a vibrant and vital integrative biogeography. The enormous growth over the past several decades in the number and variety of molecular-based phylogenetic and population genetics studies has become the core information used by biogeographers to reconstruct the causal connections between historical evolutionary and ecological attributes of taxa and biotas, and the landscapes and seascapes that contain them. A proliferation of different approaches, sequences, and genomes have provided for the integration of a `biogeography of the Late Neogene' with other Earth and biological sciences under the rubrics of phylogeography, landscape genetics, and phylochronology. Approaches designed explicitly to take advantage of unique properties of molecular genetic information have led to the re-emergence of dispersal as an analytically tractable process that historical biogeographers can now use, along with vicariance, to reconstruct the geographical context of diversification. Concomitant with the expanding amount of information available, molecular data sets often provide for estimates of lineage divergence dates, and analytical tools for doing so continue to improve. The comparability of molecular-based estimates of phylogenetic and population genetic histories across non-related taxa has stimulated deployment of new methods to test for spatial and temporal congruence across co-distributed taxa and ecosystems, and thus increased rigour in hypothesis-testing. We illustrate how a molecular genetics framework has provided robust and novel reconstructions of historical biogeographical pattern and process in three different systems, and finish with some thoughts on the role a molecular genetic-based biogeography will play in predicting alternative futures of biodiversity."
"Systematics and biogeography of the widespread Neotropical gekkonid genus <i>Thecadactylus</i> (Squamata), with the description of a new cryptic species: GEKKONID SYSTEMATICS AND BIOGEOGRAPHY","https://scispace.com/paper/systematics-and-biogeography-of-the-widespread-neotropical-9iakg76c0i","03/2007","Journal Article","Zoological Journal of the Linnean Society","Philip J. Bergmann
Anthony P. Russell","10.1111/j.1096-3642.2007.00251.x","https://www.zotero.org/johankarlssonk9/items/HBF596DU/attachment/EPRE33WK/reader",""
"Species-level diversification of African dwarf crocodiles (Genus Osteolaemus): A geographic and phylogenetic perspective","https://scispace.com/paper/AG5ISBLC","3/2009","Journal Article","Molecular Phylogenetics and Evolution","Mitchell J. Eaton
Andrew Martin
John Thorbjarnarson
George Amato","10.1016/j.ympev.2008.11.009","https://www.zotero.org/johankarlssonk9/items/AG5ISBLC/attachment/ABR3AVAT/reader","The taxonomy of the African dwarf crocodile (genus Osteolaemus) has been disputed since a novel morphotype was discovered in the early 20th Century. Because this poorly-known reptile is widely hunted throughout the forests of Central and West Africa, resolving the existence and extent of taxonomic units has important management and conservation implications. Lack of molecular data from individuals of known origin and historical disagreement on diagnostic morphological characters have hindered attempts to settle one of the most important taxonomic questions in the Crocodylia. In an effort to clarify the evolutionary relationships among dwarf crocodiles, we sequenced three mitochondrial and two nuclear genes using a large sample of dwarf crocodiles from known localities across major drainage basins of forested Africa. Concordant results from Bayesian, maximum likelihood, maximum parsimony and population aggregation analytical methods support a previously recognized division of the dwarf crocodile into a Congo Basin form (O. osborni) and a West African form (Osteolaemus tetraspis), but also reveal a third diagnosable lineage from West Africa warranting recognition as an separate taxonomic unit. Corrected genetic distances between geographic regions ranged from 0.2% to 0.6% in nuclear fragments and 10.0 to 16.2% in mitochondrial COI. Population aggregation, using ﬁxed and alternate character (nucleotide) states to cluster or divide populations, recovered 232 such molecular characters in 4286 bp of sequence data and unambiguously aggregated populations into their respective geographic clade. Several previously recognized morphological differences coincide with our molecular analysis to distinguish Congo Basin crocodiles from the Ogooué Basin and West Africa. Discrete morphological characters have not yet been documented between the latter two regions, suggesting further work is needed or molecular data may be required to recognize taxonomic divisions in cases where putative species are morphologically cryptic. This study highlights the importance of using widespread taxon sampling and a multiple evidence approach to diagnose species boundaries and reveal cryptic diversity."
"Two waves of diversification in mammals and reptiles of Baja California revealed by hierarchical Bayesian analysis","https://scispace.com/paper/LWJGETGM","2007","Journal Article","Biology Letters","Adam D Leaché
Sarah C Crews
Michael J Hickerson","10.1098/rsbl.2007.0368","https://www.zotero.org/johankarlssonk9/items/LWJGETGM/attachment/F237HN6T/reader","Many species inhabiting the Peninsular Desert of Baja California demonstrate a phylogeographic break at the mid-peninsula, and previous researchers have attributed this shared pattern to a single vicariant event, a mid-peninsular seaway. However, previous studies have not explicitly considered the inherent stochasticity associated with the gene-tree coalescence for species preceding the time of the putative mid-peninsular divergence. We use a Bayesian analysis of a hierarchical model to test for simultaneous vicariance across co-distributed sister lineages sharing a genealogical break at the mid-peninsula. This Bayesian method is advantageous over traditional phylogenetic interpretations of biogeography because it considers the genetic variance associated with the coalescent and mutational processes, as well as the among-lineage demographic differences that affect gene-tree coalescent patterns. Mitochondrial DNA data from six small mammals and six squamate reptiles do not support the perception of a shared vicariant history among lineages exhibiting a north–south divergence at the mid-peninsula, and instead support two events differentially structuring genetic diversity in this region."
"Speciation durations and Pleistocene effects on vertebrate phylogeography","https://scispace.com/paper/speciation-durations-and-pleistocene-effects-on-vertebrate-12zkgsr0ac","1998","Journal Article","Proceedings of The Royal Society B: Biological Sciences","John C. Avise
DeEtte Walker
Glenn C. Johns","10.1098/rspb.1998.0492","https://www.zotero.org/johankarlssonk9/items/L2Z3YN4M/attachment/6QRJG2T7/reader","An approach applied previously to avian biotas is extended in this paper to other vertebrate classes to evaluate Pleistocene phylogeographic effects and to estimate temporal spans of the speciation process (speciation durations) from mitochondrial (mt) DNA data on extant taxa. Provisional molecular clocks are used to date population separations and to bracket estimates of speciation durations between minimum and maximum values inferred from genetic distances between, respectively, extant pairs of intraspecific phylogroups and sister species. Comparisons of genetic-distance trends across the vertebrate classes reveal the following: (i) speciation durations normally entail at least two million years on average; (ii) for mammals and birds, Pleistocene conditions played an important role in initiating phylogeographic differentiation among now-extant conspecific populations as well as in further sculpting pre-existing phylogeographic variety into many of today's sister species; and (iii) for herpetofauna and fishes, inferred Pleistocene biogeographic influences on present-day taxa differ depending on alternative but currently plausible mtDNA rate calibrations."
"Mutualism with Plants Drives Primate Diversification","https://scispace.com/paper/mutualism-with-plants-drives-primate-diversification-2emq3iireu","2012","Journal Article","Systematic Biology","José M. Gómez
Miguel Verdú","10.1093/sysbio/syr127","https://scispace.com/pdf/mutualism-with-plants-drives-primate-diversification-2emq3iireu.pdf","Understanding the origin of diversity is a fundamental problem in biology. Evolutionary diversification has been intensely explored during the last years due to the development of molecular tools and the comparative method. However, most studies are conducted using only information from extant species. This approach probably leads to misleading conclusions, especially because of inaccuracy in the estimation of extinction rates. It is critical to integrate the information generated by extant organisms with the information obtained from the fossil record. Unfortunately, this integrative approach has been seldom performed, and thus, our understanding of the factors fueling diversification is still deficient. Ecological interactions are a main factor shaping evolutionary diversification by influencing speciation and extinction rates. Most attention has focused on the effect of antagonistic interactions on evolutionary diversification. In contrast, the role of mutualistic interactions in shaping diversification has been much less explored. In this study, by combining phylogenetic, neontological, and paleontological information, we show that a facultative mutualistic plant-animal interaction emerging from frugivory and seed dispersal has most likely contributed to the diversification of our own lineage, the primates. We compiled diet and seed dispersal ability in 381 extant and 556 extinct primates. Using well-established molecular phylogenies, we demonstrated that mutualistic extant primates had higher speciation rates, lower extinction rates, and thereby higher diversification rates than nonmutualistic ones. Similarly, mutualistic fossil primates had higher geological durations and smaller per capita rates of extinction than nonmutualistic ones. As a mechanism underlying this pattern, we found that mutualistic extinct and extant primates have significantly larger geographic ranges, which promotes diversification by hampering extinction and increasing geographic speciation. All these outcomes together strongly suggest that the establishment of a facultative mutualism with plants has greatly benefited primate evolution and fueled its taxonomic diversification."
"Solving mammalian riddles along the Indochinese–Sundaic zoogeographic transition: new insights from mammalian biogeography","https://scispace.com/paper/solving-mammalian-riddles-along-the-indochinese-sundaic-4hhslm7lf8","05/2009","Journal Article","Journal of Biogeography","Erik Meijaard","10.1111/j.1365-2699.2009.02124.x","https://www.zotero.org/johankarlssonk9/items/TXI3LF6K/attachment/SUSMZBWU/reader",""
"Chromosomal diversity in the genus Arvicanthis (Rodentia, Muridae) from East Africa: a taxonomic and phylogenetic evaluation","https://scispace.com/paper/GJ87529U","08/2006","Journal Article","Journal of Zoological Systematics and Evolutionary Research","R. Castiglia
A. Bekele
R. Makundi
N. Oguge
M. Corti","10.1111/j.1439-0469.2006.00356.x","https://www.zotero.org/johankarlssonk9/items/GJ87529U/attachment/RS3QXCGV/reader","In this paper we discuss the contribution of cytogenetics to the systematics of Arvicanthis in East Africa, by reviewing all the known chromosomal cytotypes of the genus in the area. We also provide G- and C-banding comparisons for two recently described karyotypes, provisionally named ANI-5 (2n ¼ 56, NFa ¼ 62) and ANI-6 (2n ¼ 60, NFa ¼ 72). This, therefore, brings the total number of known cytotypes in this area to 10. Five of these correspond to the species recognized by the latest rodent checklist, i.e. A. nairobae (2n ¼ 62, NFa ¼ 78), A. neumanni (2n ¼ 52–53, NFa ¼ 62), A. blicki (2n ¼ 48, NFa ¼ 62), A. abyssinicus (2n ¼ 62, NFa ¼ 64) and A. niloticus (2n ¼ 62, NFa ¼ 60–62). The taxonomic status of the remaining ﬁve cytotypes (A. cf. somalicus, 2n ¼ 62 NFa ¼ 62–63; ANI-5, 2n ¼ 56, NFa ¼ 62; ANI-6/6a 2n ¼ 60, NFa ¼ 72/76; ANI-7, 2n ¼ 56, NFa ¼ 78; and ANI-8, 2n ¼ 44, NF ¼ 72) is discussed. Finally, we reconstruct the phylogenetic relationships among all the known karyotypes on the basis of banding data available for the genus in Africa and show the occurrence of two main clades, each characterized by diﬀerent types of chromosomal rearrangements. The times of the cladogenetic events, inferred by a molecular clock, indicate that karyotype evolution has accomplished almost all the dichotomic events from the end of the Miocene to the present day. The discovery of a large chromosomal diﬀerentiation between populations showing low genetic distances and intrapopulation chromosomal polymorphism suggests that the process of chromosomal diﬀerentiation in Arvicanthis is still ongoing and may possibly be responsible for speciation."
"The Rudd exploration of south africa. VIII. List of mammals obtained by Mr. Grant at Gorongoza, Portuguese East Africa","https://scispace.com/paper/U8PKV7ZN","1907","Journal Article","Proceedings of the Zoological Society of London","Oldfield Thomas
Robert C. Wroughton","","",""
"Time's Stamp on Modern Biogeography","https://scispace.com/paper/time-s-stamp-on-modern-biogeography-2xaw22k21v","2009","Journal Article","Science","J. Alistair Crame","10.1126/science.1169410","https://science.sciencemag.org/content/sci/323/5915/720.full.pdf","A study of living bivalves provides clues to the evolution of biodiversity over the past 200 million years."
"A Bayesian approach for evaluating the impact of historical events on rates of diversification","https://scispace.com/paper/M8BWEBKF","2009","Journal Article","Proceedings of the National Academy of Sciences","Brian R. Moore
Michael J. Donoghue","10.1073/pnas.0807230106","https://www.zotero.org/johankarlssonk9/items/M8BWEBKF/attachment/LDRLH26Z/reader","Evolutionary biologists often wish to explore the impact of a particular historical event (e.g., the origin of a novel morphological trait, an episode of biogeographic dispersal, or the onset of an ecological association) on rates of diversification (speciation minus extinction). We describe a Bayesian approach for evaluating the correlation between such events and differential rates of diversification that relies on cross-validation predictive densities. This approach exploits estimates of the marginal posterior probability for the rate of diversification (in the unaffected part of the tree) and the marginal probability for the timing of the event to generate a predictive distribution of species diversity that would be expected had the event not occurred. The realized species diversity can then be compared to this predictive diversity distribution to assess whether rates of diversification associated with the event are significantly higher or lower than expected. Although simple, this Bayesian approach provides a robust inference framework that accommodates various sources of uncertainty, including error associated with estimates of divergence times, diversification-rate parameters, and event history. Furthermore, the proposed approach is relatively flexible, allowing exploration of various types of events (including changes in discrete morphological traits, episodes of biogeographic movement, etc.) under both hypothesis-testing and data-exploration inference scenarios. Importantly, the cross-validation predictive densities approach facilitates evaluation of both replicated and unique historical events. We demonstrate this approach with empirical examples concerning the impact of morphological and biogeographic events on rates of diversification in Adoxaceae and
              Lupinus
              , respectively."
"Prolonging the Past Counteracts the Pull of the Present: Protracted Speciation Can Explain Observed Slowdowns in Diversification","https://scispace.com/paper/XVUF4GBA","2012","Journal Article","Systematic Biology","Rampal S. Etienne
James Rosindell","10.1093/sysbio/syr091","https://www.zotero.org/johankarlssonk9/items/XVUF4GBA/attachment/AK33JH5U/reader","Phylogenetic trees show a remarkable slowdown in the increase of number of lineages towards the present, a phenomenon which cannot be explained by the standard birth-death model of diversiﬁcation with constant speciation and extinction rates. The birth-death model instead predicts a constant or accelerating increase in the number of lineages, which has been called the pull of the present. The observed slowdown has been attributed to non-constancy of the speciation and extinction rates due to some form of diversity-dependence (i.e. species-level density-dependence), but the mechanisms underlying this are still unclear. Here we propose an alternative explanation based on the simple concept that speciation takes time to complete. We show that this idea of ""protracted"" speciation can be incorporated in the standard birth-death model of diversiﬁcation. The protracted birth-death model predicts a realistic slowdown in the rate of increase of number of lineages in the phylogeny and provides a compelling ﬁt to four bird phylogenies with realistic parameter values. Thus, the effect of recognizing the generally accepted fact that speciation is not an instantaneous event is signiﬁcant; even if it cannot account for all of the observed patterns, it certainly contributes substantially and should therefore be incorporated into future studies."
"Historical biogeography and speciation in the Neotropical highlands: Molecular phylogenetics of the jay genus Cyanolyca","https://scispace.com/paper/PWMA58RG","03/2009","Journal Article","Molecular Phylogenetics and Evolution","Elisa Bonaccorso","10.1016/j.ympev.2008.12.012","https://www.zotero.org/johankarlssonk9/items/PWMA58RG/attachment/XZBF26X8/reader","Phylogenetic relationships were studied in the genus Cyanolyca, an assemblage of jays distributed from Mexico south to Bolivia. Given its fragmented distribution along the humid forests of the Neotropics, the genus Cyanolyca is a model group for exploring hypotheses on biogeography and speciation. Phylogenetic analyses were based on two mitochondrial and three nuclear loci; taxon sampling includes all species in the genus and most subspecies. Maximum parsimony, maximum likelihood, and Bayesian analyses produced trees that were congruent and highly robust at both terminal and deep nodes of the phylogeny. Cyanolyca comprises two major clades: one contains the Mesoamerican ‘‘dwarf” jays, and the other consists of two main groups—C. cucullata + C. pulchra and the ‘‘core” South American species. Prior hypotheses of relationships were explored statistically using Maximum Likelihood and Bayesian approaches. Dispersal-Vicariance analysis revealed the importance of the Northern Andes as a major center for biological diversiﬁcation, and the effects of dispersal across the Panamanian Land Bridge in the composition of South American and Mesoamerican avifaunas. Phylogenetic patterns are highly congruent with an allopatric mode of speciation. Implications of these results are discussed in the context of the biogeography of Neotropical montane forests."
"Colonization and diversification of Galápagos terrestrial fauna: a phylogenetic and biogeographical synthesis","https://scispace.com/paper/3AAXQYDX","2008","Journal Article","Philosophical Transactions of the Royal Society B: Biological Sciences","Christine E Parent
Adalgisa Caccone
Kenneth Petren","10.1098/rstb.2008.0118","https://www.zotero.org/johankarlssonk9/items/3AAXQYDX/attachment/TQFN8DWV/reader","Remote oceanic islands have long been recognized as natural models for the study of evolutionary processes involved in diversification. Their remoteness provides opportunities for isolation and divergence of populations, which make islands remarkable settings for the study of diversification. Groups of islands may share a relatively similar geological history and comparable climate, but their inhabitants experience subtly different environments and have distinct evolutionary histories, offering the potential for comparative studies. A range of organisms have colonized the Galápagos Islands, and various lineages have radiated throughout the archipelago to form unique assemblages. This review pays particular attention to molecular phylogenetic studies of Galápagos terrestrial fauna. We find that most of the Galápagos terrestrial fauna have diversified in parallel to the geological formation of the islands. Lineages have occasionally diversified within islands, and the clearest cases occur in taxa with very low vagility and on large islands with diverse habitats. Ecology and habitat specialization appear to be critical in speciation both within and between islands. Although the number of phylogenetic studies is continuously increasing, studies of natural history, ecology, evolution and behaviour are essential to completely reveal how diversification proceeded on these islands."
"Inferring biogeographic history from molecular phylogenies: MOLECULAR BIOGEOGRAPHY","https://scispace.com/paper/inferring-biogeographic-history-from-molecular-phylogenies-1n52b71ak0","2009","Journal Article","Biological Journal of The Linnean Society","Michael Heads","10.1111/j.1095-8312.2009.01320.x","https://www.zotero.org/johankarlssonk9/items/2JNMLWQA/attachment/PHCFWNFQ/reader","The present study illustrates a method for analysing the biogeography of a group that is based on the group’s phylogeny but does not invoke founder dispersal or centre of origin. The case studies presented include groups from many different parts of the world, but most are from the south-west Pacific. The idea that basal groups are ancestral is not valid as a generalization. Neither the basal group, nor the oldest fossil represents the centre of origin, the time of origin or the ancestral ecology. Basal groups comprise less diverse sister groups and their distributions occur around centres of differentiation in already widespread ancestors, and not centres of origin for the whole group. Thus, the sequence of nodes in a phylogeny may indicate the spatial sequence of differentiation in a widespread ancestor rather than a series of founder dispersal events. Allocation of clades to a priori geographic areas, such as the continents, in the initial stages of biogeographic analysis has often involved incorrect assumptions of sympatry. This has led to the idea that the ‘areas of sympatry’ were centres of origin. Areas other than those defined by the taxa themselves need not be used in analysis. The fossil-calibrated molecular clock, with dates transmogrified from minimum to maximum dates, has been used to test for vicariance. Recent work in population genetics, however, indicates that allopatry is caused by vicariance rather than founder dispersal, and so vicariance can instead be used to test the clock. Deriving evolutionary chronology by calibrating spatial vicariance in molecular clades with associated tectonic events is more reasonable than relying on the fossil record to give maximum (absolute) dates. © 2009 The Linnean Society of London, Biological Journal of the Linnean Society, 2009, 98, 757–774."
