"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Fossil evidence for an ancient divergence of lorises and galagos","https://scispace.com/paper/fossil-evidence-for-an-ancient-divergence-of-lorises-and-40op2wii4t","2003","Journal Article","Nature","Erik R. Seiffert
Elwyn L. Simons
Yousry Attia","10.1038/NATURE01489","https://www.zotero.org/johankarlssonk9/items/FFL4V7T6/attachment/GRBTIT4C/reader","Morphological, molecular, and biogeographic data bearing on early primate evolution suggest that the clade containing extant (or 'crown') strepsirrhine primates (lemurs, lorises and galagos) arose in Afro-Arabia during the early Palaeogene, but over a century of palaeontological exploration on that landmass has failed to uncover any conclusive support for that hypothesis. Here we describe the first demonstrable crown strepsirrhines from the Afro-Arabian Palaeogene--a galagid and a possible lorisid from the late middle Eocene of Egypt, the latter of which provides the earliest fossil evidence for the distinctive strepsirrhine toothcomb. These discoveries approximately double the previous temporal range of undoubted lorisiforms and lend the first strong palaeontological support to the hypothesis of an ancient Afro-Arabian origin for crown Strepsirrhini and an Eocene divergence of extant lorisiform families."
"ESTIMATING SPECIES TREES USING MULTIPLE-ALLELE DNA SEQUENCE DATA","https://scispace.com/paper/XDICB9X8","08/2008","Journal Article","Evolution","Liang Liu
Dennis K. Pearl
Robb T. Brumfield
Scott V. Edwards","10.1111/j.1558-5646.2008.00414.x","https://www.zotero.org/johankarlssonk9/items/XDICB9X8/attachment/43INZ53A/reader","Several techniques, such as concatenation and consensus methods, are available for combining data from multiple loci to produce a single statement of phylogenetic relationships. However, when multiple alleles are sampled from individual species, it becomes more challenging to estimate relationships at the level of species, either because concatenation becomes inappropriate due to conﬂicts among individual gene trees, or because the species from which multiple alleles have been sampled may not form monophyletic groups in the estimated tree. We propose a Bayesian hierarchical model to reconstruct species trees from multipleallele, multilocus sequence data, building on a recently proposed method for estimating species trees from single allele multilocus data. A two-step Markov Chain Monte Carlo (MCMC) algorithm is adopted to estimate the posterior distribution of the species tree. The model is applied to estimate the posterior distribution of species trees for two multiple-allele datasets—yeast (Saccharomyces) and birds (Manacus—manakins). The estimates of the species trees using our method are consistent with those inferred from other methods and genetic markers, but in contrast to other species tree methods, it provides credible regions for the species tree. The Bayesian approach described here provides a powerful framework for statistical testing and integration of population genetics and phylogenetics."
"Synopsis of Galago Species Characteristics","https://scispace.com/paper/synopsis-of-galago-species-characteristics-28e4j36yki","1989","Journal Article","International Journal of Primatology","Leanne T Nash
Simon K Benrder","10.1007/BF02735704","https://www.zotero.org/johankarlssonk9/items/VL3IYVTK/attachment/9INE7AJP/reader","At the time of the symposium, “Variability Within the Galagos,” at the 1986 IPS Congress, most participants were still using Hill’s (1953) classification and nomenclature of galago species. All participants expressed some degree of dissatisfaction with Hill’s species groups. Many described how it was proving increasingly problematic and inadequate as a means to organize newly collected laboratory, museum, and field data. By the end of the symposium, a consensus about species diversity had emerged which synthesized the current state of knowledge about galagos. The consensus of the participants was that the 11 species, identified by Olson (1979, 1986), most closely approximates the available data about galago species diversity. The 11 species are described."
"Natural History Of The Somali Lesser Galago (Galago gallarum)","https://scispace.com/paper/8DXNSZNV","01/2004","Journal Article","Journal of East African Natural History","Thomas M. Butynski
Yvonne A. De Jong","10.2982/0012-8317(2004)93[23:NHOTSL]2.0.CO;2","https://www.zotero.org/johankarlssonk9/items/8DXNSZNV/attachment/GDJL6TVG/reader","The Somali lesser galago Galago gallarum is a little-known nocturnal, arboreal, primate of Ethiopia, Somalia and Kenya that lives in dryer habitats than any other primate in Africa. This paper presents an overview, based upon a detailed review of the literature and on our own preliminary observations, of what is known about the taxonomy, distribution, abundance, ecology, behaviour and conservation status of G. gallarum. We found G. gallarum to be relatively easy to identify and observe in the field, and to be sympatric with the northern lesser galago Galago senegalensis in Meru National Park. The phenotypic characters, habitats and loud (advertisement) call of G. gallarum are distinct, as are some of its behaviours."
"Estimating Species Trees: Methods of Phylogenetic Analysis When There Is Incongruence across Genes","https://scispace.com/paper/estimating-species-trees-methods-of-phylogenetic-analysis-5339wcho8q","2009","Journal Article","Systematic Biology","L. Lacey Knowles","10.1093/sysbio/syp061","https://www.zotero.org/johankarlssonk9/items/8LRS7AVZ/attachment/Y8LCZDSM/reader","Discord among the gene trees of multilocus data has motivated the development of phylogenetic approaches that account for gene-tree heterogeneity in the estimation procedure. Rather than equating a gene tree with the phylogenetic history, the new approaches explicitly consider the relationships between gene trees and the underlying history of species divergence, providing direct estimates of species trees (Fig. 1). The inherent appeal of these approaches is 2-fold. Incorporating information contained in the distribution of gene trees not only extracts phylogenetic signal, but modeling the relationship between the gene trees embedded in a species tree also reveals the biological processes that have influenced the diversification history and shaped organismal genomes. In contrast, ignoring the variance in genealogical histories (e.g., concatenating loci into a single supermatrix) disregards an inescapable biological reality—gene trees differ for a variety of reasons (reviewed in Maddison 1997; Degnan and Rosenberg 2009). As such, when the natural variation in gene trees is not taken into account during phylogenetic estimation, the reliability of inferences from such approaches is drawn into question (Degnan and Rosenberg 2006; Kubatko and Degnan 2007; Huang and Knowles 2009), historical scenarios with recently diverged taxa that have not reached reciprocal monophyly has become intractable (Carstens and Knowles 2007), and interpretation of the support for bipartitions across taxa is problematic (Mossel and Vigoda 2005)."
"Short branch attraction in phylogenomic inference under the multispecies coalescent","https://scispace.com/paper/short-branch-attraction-in-phylogenomic-inference-under-the-3h24y303","2023","Journal Article","Frontiers in Ecology and Evolution","Liang Liu
Lili Yu
Shaoyuan Wu
Jonathan Arnold
Christopher Whalen
Charles Davis
Scott Edwards","10.3389/fevo.2023.1134764","https://www.zotero.org/johankarlssonk9/items/BCZUWZ8P/attachment/RS3CUF6P/reader","Accurate reconstruction of species trees often relies on the quality of input gene trees estimated from molecular sequences. Previous studies suggested that if the sequence length is fixed, the maximum likelihood may produce biased gene trees which subsequently mislead inference of species trees. Two key questions need to be answered in this context: what are the scenarios that may result in consistently biased gene trees? and for those scenarios, are there any remedies that may remove or at least reduce the misleading effects of consistently biased gene trees? In this article, we establish a theoretical framework to address these questions. Considering a scenario where the true gene tree is a 4-taxon star tree T ∗ = ( S 1 , S 2 , S 3 , S 4 ) with two short branches leading to the species S1 and S2, we demonstrate that maximum likelihood significantly favors the wrong bifurcating tree [(S1, S2), S3, S4] grouping the two species S1 and S2 with short branches. We name this inconsistent behavior short branch attraction, which may occur in real-world data involving a 4-taxon bifurcating gene tree with a short internal branch. If no mutation occurs along the internal branch, which is likely if the internal branch is short, the 4-taxon bifurcating tree is equivalent to the 4-taxon star tree and thus will suffer the same misleading effect of short branch attraction. Theoretical and simulation results further demonstrate that short branch attraction may occur in gene trees and species trees of arbitrary size. Moreover, short branch attraction is primarily caused by a lack of phylogenetic information in sequence data, suggesting that converting short internal branches to polytomies in the estimated gene trees can significantly reduce artifacts induced by short branch attraction."
"New Heuristic Methods for Joint Species Delimitation and Species Tree Inference","https://scispace.com/paper/new-heuristic-methods-for-joint-species-delimitation-and-2nbknv0wlq","2010","Journal Article","Systematic Biology","Brian C. O'Meara","10.1093/sysbio/syp077","https://www.zotero.org/johankarlssonk9/items/XJ9QC8DJ/attachment/CDH5YK9F/reader","Species delimitation and species tree inference are difficult problems in cases of recent divergence, especially when different loci have different histories. This paper quantifies the difficulty of jointly finding the division of samples to species and estimating a species tree without constraining the possible assignments a priori. It introduces a parametric and a nonparametric method, including new heuristic search strategies, to do this delimitation and tree inference using individual gene trees as input. The new methods were evaluated using thousands of simulations and 4 empirical data sets. These analyses suggest that the new methods, especially the nonparametric one, may provide useful insights for systematists working at the species level with molecular data. However, they still often return incorrect results."
"Gene trees, species trees and the segregation of ancestral alleles.","https://scispace.com/paper/gene-trees-species-trees-and-the-segregation-of-ancestral-5w82gkulhl","1992","Journal Article","Genetics","R R Hudson","10.1093/genetics/131.2.509","https://www.zotero.org/johankarlssonk9/items/J8KVZWGY/attachment/JHPV9LSY/reader",""
"Social organization of Galagos in Kenyan coastal forests: I. <i>Galago zanzibaricus</i>","https://scispace.com/paper/YKB8TUYW","01/1986","Journal Article","American Journal of Primatology","Caroline S. Harcourt
Leanne T. Nash","10.1002/ajp.1350100406","https://www.zotero.org/johankarlssonk9/items/YKB8TUYW/attachment/WMJ8QHRI/reader","Abstract
            
              The social organization of
              Galago zanzibaricus
              was studied for the first time and the study included data from two different sites in the coastal forests of Kenya. A combination of mark‐recapture and radio‐tracking techniques was used to investigate patterns of inter‐ and intrasexual home range overlap. Associations in sleeping groups indicated social ties between individuals. Patterns of range use were established by radio‐tracking focal individuals. Adult males generally had nonoverlapping ranges, shared with one or two females and their offspring with which the male regularly slept. Young females remained longer in their natal ranges than males and reproduced within their natal ranges. Range size and distance traveled per night were similar between the sexes; both sexes probably defended territories. None of the other galago (bushbaby) species studied to date show the degree of close male‐female association found in
              G. zanzibaricus
              . This study thus extends the variety of social organization documented in nocturnal prosimians."
"Comparison of Species Tree Methods for Reconstructing the Phylogeny of Bearded Manakins (Aves: Pipridae, Manacus) from Multilocus Sequence Data","https://scispace.com/paper/comparison-of-species-tree-methods-for-reconstructing-the-4w1kogjtwb","2008","Journal Article","Systematic Biology","Robb T. Brumfield
Liang Liu
David E. Lum
Scott V. Edwards
Allan Baker","10.1080/10635150802422290","https://www.zotero.org/johankarlssonk9/items/VH9KNBIJ/attachment/YAI3A2RF/reader","Although the power of multi-locus data in estimating species trees is apparent, it is also clear that the analytical methodologies for doing so are still maturing. For example, of the methods currently available for estimating species trees from multiocus data, the Bayesian method introduced by Liu and Pearl (2007; BEST) is the only one that provides nodal support values. Using gene sequences from five nuclear loci, we explored two analytical methods (deep coalescence and BEST) to reconstruct the species tree of the five primary Manacus OTUs: M. aurantiacus, M. candei, M. vitellinus, populations of M. manacus from west of the Andes (M. manacus (w)), and populations of M. manacus from east of the Andes (M. manacus (e)). Both BEST and deep coalescence supported a sister relationship between M. vitellinus and M. manacus (w). A lower probability tree from the BEST analysis and one of the most parsimonious deep coalescence trees also supported a sister relationship between M. candei and M. aurantiacus. Because hybrid zones connect the distributions of most Manacus species, we examined the potential influence of post-divergence gene flow on the sister relationship of parapatrically distributed M. vitellinus and M. manacus (w). An isolation-with-migration (IM) analysis found relatively high levels of gene flow between M. vitellinus and M. manacus (w). Whether the gene flow is obscuring a true sister relationship between M. manacus (w) and M. manacus (e) remained unclear, pointing to the need for more detailed models accommodating multispecies, multilocus DNA sequence data. (Gene trees; incomplete lineage sorting; manakin; phylogeny; species tree.)"
"Maximum Likelihood Estimates of Species Trees: How Accuracy of Phylogenetic Inference Depends upon the Divergence History and Sampling Design","https://scispace.com/paper/maximum-likelihood-estimates-of-species-trees-how-accuracy-2vieypgibq","2009","Journal Article","Systematic Biology","John E. McCormack
Huateng Huang
L. Lacey Knowles","10.1093/sysbio/syp045","https://www.jstor.org/stable/25677537","The understanding that gene trees are often in discord with each other and with the species trees that contain them has led researchers to methods that incorporate the inherent stochasticity of genetic processes in the phylogenetic estimation procedure. Recently developed methods for species-tree estimation that not only consider the retention and sorting of ancestral polymorphism but also quantify the actual probabilities of incomplete lineage sorting are expected to provide an improvement over earlier summary-statistic based approaches that discard much of the information content of gene trees. However, these new methods have yet to be tested on truly challenging evolutionary histories such as those marked by recent rapid speciation where high levels of incomplete lineage sorting and discord among gene trees predominate. Here, we test a new maximum-likelihood method that incorporates stochastic models of both nucleotide substitution and lineage sorting for species-tree estimation. Using a simulation approach, we consider a broad range of species-tree topologies under 2 scenarios representing moderate and severe incomplete lineage sorting. We show that the maximum-likelihood method results in more accurate species trees than a summary-statistic based approach, demonstrating that information contained in discordant gene trees can be effectively extracted using a full probabilistic model. Moreover, we demonstrate that the shape of the original species tree (i.e., the relative lengths of internal branches) has a significant impact on whether the species tree is estimated accurately. In the speciation histories explored here, it is not just the recent origin of species that affects the accuracy of the estimates but the variance in relative species divergence times as well. Additionally, we show that sampling effort (number of individuals and/or loci) and sampling design (ratio of individuals to loci) are both important factors affecting the accuracy of species-tree estimates, which is again affected by the relative timing of divergence among species. The inherent difficulties of estimating relationships when species have undergone a recent radiation are discussed, and in particular, the limitations with maximum-likelihood estimates of species trees that do not consider uncertainty in the estimated gene trees of individual loci. Thus, despite substantial improvements over current summary-statistic based approaches, and the increased sophistication of procedures that incorporate the process of gene lineage coalescence, recent radiations still appear to pose daunting challenges for phylogenetics. (Coalescence; gene tree; lineage sorting; phylogenetics; species tree.)"
"Is Recombination a Problem for Species-Tree Analyses?","https://scispace.com/paper/is-recombination-a-problem-for-species-tree-analyses-dc60d42xwf","2012","Journal Article","Systematic Biology","Hayley C. Lanier
L. Lacey Knowles","10.1093/sysbio/syr128","https://www.zotero.org/johankarlssonk9/items/ZVZ8D9LE/attachment/QWNPXQX3/reader",""
"Species Trees from Gene Trees: Reconstructing Bayesian Posterior Distributions of a Species Phylogeny Using Estimated Gene Tree Distributions","https://scispace.com/paper/species-trees-from-gene-trees-reconstructing-bayesian-2mq5dluf6d","2007","Journal Article","Systematic Biology","Liang Liu
Dennis K. Pearl
Thomas Buckley","10.1080/10635150701429982","https://www.zotero.org/johankarlssonk9/items/VCFJTEL7/attachment/9IQ4MK42/reader","The desire to infer the evolutionary history of a group of species should be more viable now that a considerable amount of multilocus molecular data is available. However, the current molecular phylogenetic paradigm still reconstructs gene trees to represent the species tree. Further, commonly used methods of combining data, such as the concatenation method, are known to be inconsistent in some circumstances. In this paper, we propose a Bayesian hierarchical model to estimate the phylogeny of a group of species using multiple estimated gene tree distributions, such as those that arise in a Bayesian analysis of DNA sequence data. Our model employs substitution models used in traditional phylogenetics but also uses coalescent theory to explain genealogical signals from species trees to gene trees and from gene trees to sequence data, thereby forming a complete stochastic model to estimate gene trees, species trees, ancestral population sizes, and species divergence times simultaneously. Our model is founded on the assumption that gene trees, even of unlinked loci, are correlated due to being derived from a single species tree and therefore should be estimated jointly. We apply the method to two multilocus data sets of DNA sequences. The estimates of the species tree topology and divergence times appear to be robust to the prior of the population size, whereas the estimates of effective population sizes are sensitive to the prior used in the analysis. These analyses also suggest that the model is superior to the concatenation method in fitting these data sets and thus provides a more realistic assessment of the variability in the distribution of the species tree that may have produced the molecular information at hand. Future improvements of our model and algorithm should include consideration of other factors that can cause discordance of gene trees and species trees, such as horizontal transfer or gene duplication."
"The Accuracy of Species Tree Estimation under Simulation: A Comparison of Methods","https://scispace.com/paper/the-accuracy-of-species-tree-estimation-under-simulation-a-39tw9w6zur","2011","Journal Article","Systematic Biology","Adam D. Leaché
Bruce Rannala","10.1093/sysbio/syq073","https://www.zotero.org/johankarlssonk9/items/9JR6D6JY/attachment/JE7GZICI/reader","Numerous simulation studies have investigated the accuracy of phylogenetic inference of gene trees under max- imum parsimony, maximum likelihood, and Bayesian techniques. The relative accuracy of species tree inference methods under simulation has received less study. The number of analytical techniques available for inferring species trees is in- creasing rapidly, and in this paper, we compare the performance of several species tree inference techniques at estimating recent species divergences using computer simulation. Simulating gene trees within species trees of different shapes and with varying tree lengths (T) and population sizes (0), and evolving sequences on those gene trees, allows us to determine how phylogenetic accuracy changes in relation to different levels of deep coalescence and phylogenetic signal. When the probability of discordance between the gene trees and the species tree is high (i.e., T is small and /or 0 is large), Bayesian species tree inference using the multispecies coalescent (BEST) outperforms other methods. The performance of all methods improves as the total length of the species tree is increased, which reflects the combined benefits of decreasing the proba- bility of discordance between species trees and gene trees and gaining more accurate estimates for gene trees. Decreasing the probability of deep coalescences by reducing 0 also leads to accuracy gains for most methods. Increasing the number of loci from 10 to 100 improves accuracy under difficult demographic scenarios (i.e., coalescent units ^ 4M>), but 10 loci are adequate for estimating the correct species tree in cases where deep coalescence is limited or absent. In general, the correlation between the phylogenetic accuracy and the posterior probability values obtained from BEST is high, although posterior probabilities are overestimated when the prior distribution for 0 is misspecified. (Coalescence; gene trees; incom- plete lineage sorting; multilocus data; phylogeny reconstruction; simulation; tree shape.)"
"Three acoustic forms of Allen's galagos (Primates; Galagonidae) in the Central African region","https://scispace.com/paper/DCP5BD3I","1/2003","Journal Article","Primates","Lesley Ambrose","10.1007/s10329-002-0004-x","https://www.zotero.org/johankarlssonk9/items/DCP5BD3I/attachment/CLZAHSBC/reader","This study identiﬁes populations currently classiﬁed as Allen’s galago (Galago alleni) at ten locations in Gabon, Cameroon and Bioko Island. Morphological diversity was evident both within and between populations. Attention to the loud calls revealed three distinct vocal proﬁles which are consistent within biogeographicalregions. This work is based on the Recognition Concept of Species which refers to a Speciﬁc Mate Recognition System. Galagos rely less on visualsignasl than diurnalprimates and recognise each other principally by means of auditory and olfactory signals. Galagos possess repertoires of loud calls relating to contact and alarm which are thought to be speciesspeciﬁc. Other studies of nocturnalprosimians (galagos, tarsiers) have demonstrated that the unique loud call repertoires are reliable indicators of species boundaries; whereas characters such as body size and pelage coloration are highly variable, even within populations. The vocaldata in this study provide evidence of at least three acoustic forms of galago within the Allen’s group which are predicted to represent three distinct species: the Allen’s form on Bioko Island and south-west Cameroon, the Gabon form in southern Cameroon and northern Gabon and the Makande´ form in Gabon south of the Ogoou ´e river. Some populations may be vulnerable to extinction due to limited distributions and habitat destruction."
"The Taita Mountain Dwarf Galago Galagoides Sp: A New Primate for Kenya","https://scispace.com/paper/H8Q2CW5P","01/2002","Journal Article","Journal of East African Natural History","Andrew Perkin
Simon Bearder
Thomas M. Butynski
Bernard Agwanda
Benny Bytebier","10.2982/0012-8317(2002)91[1:TTMDGG]2.0.CO;2","https://www.zotero.org/johankarlssonk9/items/H8Q2CW5P/attachment/M934YZML/reader","Surveys in the forests of the Taita Hills yielded a new primate record for Kenya. Based on direct observations and tape recordings of its vocalizations, this primate is identified as a dwarf galago Galagoides sp. Identification to the species level is not possible at this stage as molecular data are not available, and more morphological and vocalization data are required. The vocal repertoire of the ""Taita mountain dwarf galago"" is qualitatively different from other known populations of dwarf galagos, including the mountain dwarf galago Galagoides orinus and the Zanzibar galago Galagoides zanzibaricus cocos. The Taita mountain dwarf galago might represent a hitherto unknown subspecies, or even species. The possible identity of the Taita mountain dwarf galago is briefly discussed in terms of biogeography. We also confirmed the presence of Garnett's small-eared galago Otolemur garnettii lasiotis and present biometric measurements from trapped animals."
"Sources of Error Inherent in Species-Tree Estimation: Impact of Mutational and Coalescent Effects on Accuracy and Implications for Choosing among Different Methods","https://scispace.com/paper/sources-of-error-inherent-in-species-tree-estimation-impact-3y1af9nfh6","2010","Journal Article","Systematic Biology","Huateng Huang
Qixin He
Laura S. Kubatko
L. Lacey Knowles","10.1093/sysbio/syq047","https://www.zotero.org/johankarlssonk9/items/ARYBASJF/attachment/IT66U9W8/reader","Discord in the estimated gene trees among loci can be attributed to both the process of mutation and incomplete lineage sorting. Effectively modeling these two sources of variation—mutational and coalescent variance—provides two distinct challenges for phylogenetic studies. Despite extensive investigation on mutational models for gene-tree estimation over the past two decades and recent attention to modeling of the coalescent process for phylogenetic estimation, the effects of these two variances have yet to be evaluated simultaneously. Here, we partition the effects of mutational and coalescent processes on phylogenetic accuracy by comparing the accuracy of species trees estimated from gene trees (i.e., the actual coalescent genealogies) with that of species trees estimated from estimated gene trees (i.e., trees estimated from nucleotide sequences, which contain both coalescent and mutational variance). Not only is there a significant contribution of both mutational and coalescent variance to errors in species-tree estimates, but the relative magnitude of the effects on the accuracy of species-tree estimation also differs systematically depending on 1) the timing of divergence, 2) the sampling design, and 3) the method used for species-tree estimation. These findings explain why using more information contained in gene trees (e.g., topology and branch lengths as opposed to just topology) does not necessarily translate into pronounced gains in accuracy, highlighting the strengths and limits of different methods for species-tree estimation. Differences in accuracy scores between methods for different sampling regimes also emphasize that it would be a mistake to assume more computationally intensive species-tree estimation procedures that will always provide better estimates of species trees. To the contrary, the performance of a method depends not only on the method per se but also on the compatibilities between the input genetic data and the method as determined by the relative impact of mutational and coalescent variance. (Coalescence; gene tree; lineage sorting; mutation; phylogenetics; sample design; species tree.)"
"Preliminary observations on sexual behavior and the mating system in free-ranging lesser galagos (Galago moholi)","https://scispace.com/paper/preliminary-observations-on-sexual-behavior-and-the-mating-3t0rw5e8vz","05/2000","Journal Article","American Journal of Primatology","S.L. Pullen
S.K. Bearder
A.F. Dixson","10.1002/(SICI)1098-2345(200005)51:1<79::AID-AJP6>3.0.CO;2-B","https://www.zotero.org/johankarlssonk9/items/HWGLGZCZ/attachment/MTS4KZ46/reader","Sexual and associated patterns of behavior of lesser galagos (Galago moholi) were recorded during an 18-month study conducted at the Nylsvley Nature Reserve in South Africa Animals were trapped and fitted with radio transmitter belts in order to monitor nocturnal activities during twice-yearly mating seasons Most copulations occurred during the last week in May, while a subsidiary (post-partum) mating season occurred in late September-early October Females came into estrus sequentially during the May season Adult males exhibited increase in body weight and testes volume during the mating season, changes which were most pronounced among the larger males (> 226 g) Larger males also had the greatest mating success, initiating 88% of observed copulations Sixty-seven percent of matings involved more than one male copulating with the same female during her estrus, which lasted 1-3 days Mounts were prolonged (range 2-53 min, mean 90 min) and males copulated repeatedly (2-5 times) with the same partner during a single night These observations of sexual behavior and of large relative testes size in free-ranging lesser galagos are consistent with the occurrence of a dispersed mating system involving sperm competition in this nocturnal prosimian species"
"RECONSTRUCTING THE TREE OF LIFE: TAXONOMY AND SYSTEMATICS OF SPECIES RICH TAXA","https://scispace.com/paper/reconstructing-the-tree-of-life-taxonomy-and-systematics-of-14ati6sxz4","12/2007","Journal Article","Evolution","Douglas E. Soltis","10.1111/j.1558-5646.2007.00244.x","https://www.zotero.org/johankarlssonk9/items/X376IKSG/attachment/97UMIKEJ/reader","Those not involved in evolutionary biology are often surprised that we are far from answering two fundamental questions concerning biological diversity—how many species are there? and how are these species related evolutionarily? The recent edited volume by Hodkinson and Parnell, Reconstructing the tree of life: taxonomy and systematics of species rich groups, overviews some of the many challenges involved in addressing these basic questions, with a special emphasis on the need “to tackle its species-rich groups.” There are good reasons, they argue, for basing an entire book on species-rich taxa—large genera constitute a “large portion of the diversity we seek to describe.” For example, more than 50 seed plant genera have > 500 species each; 20 have over 1000 each (Ronsted et al., p. 130). Yet, systematists tend to steer clear of many species-rich groups—particularly at the generic level. Such genera are too complex to break into “bite-sized” pieces; too much to give Ph.D. students (at least ones we like) as a discrete four to five year project; too risky to take on before we have tenure. The chapters in this volume are divided into three general areas: (1) Introduction and general context, (2) Reconstructing and using the tree of life, (3) Overview of species-rich groups (case studies). I overview some of the major topics covered in this volume and discuss several broader issues involving species-rich"
"Discordance of Species Trees with Their Most Likely Gene Trees","https://scispace.com/paper/discordance-of-species-trees-with-their-most-likely-gene-4e5tq6jnxa","2006","Journal Article","PLOS Genetics","James H Degnan
Noah A Rosenberg
John Wakeley","10.1371/journal.pgen.0020068","https://www.zotero.org/johankarlssonk9/items/2CNDZ2Y7/attachment/HKGGZXQI/reader","Because of the stochastic way in which lineages sort during speciation, gene trees may differ in topology from each other and from species trees. Surprisingly, assuming that genetic lineages follow a coalescent model of within-species evolution, we find that for any species tree topology with five or more species, there exist branch lengths for which gene tree discordance is so common that the most likely gene tree topology to evolve along the branches of a species tree differs from the species phylogeny. This counterintuitive result implies that in combining data on multiple loci, the straightforward procedure of using the most frequently observed gene tree topology as an estimate of the species tree topology can be asymptotically guaranteed to produce an incorrect estimate. We conclude with suggestions that can aid in overcoming this new obstacle to accurate genomic inference of species phylogenies."
"Relationships between Gene Trees and Species Trees","https://scispace.com/paper/relationships-between-gene-trees-and-species-trees-2e9419l746","1988","Journal Article","Molecular Biology and Evolution","Pekka Pamilo
Masatoshi Nei","10.1093/OXFORDJOURNALS.MOLBEV.A040517","https://www.zotero.org/johankarlssonk9/items/HG937YI5/attachment/WQ2RIVZP/reader","It is well known that a phylogenetic tree (gene tree) constructed from DNA sequences for a genetic locus does not necessarily agree with the tree that represents the actual evolutionary pathway of the species involved (species tree). One of the important factors that cause this difference is genetic polymorphism in the ancestral species. Under the assumption of neutral mutations, this problem can be studied by evaluating the probability (P) that a gene tree has the same topology as that of the species tree. When one gene (allele) is used from each of the species involved, the probability can be expressed as a simple function of Ti = ti/(2N), where ti is the evolutionary time measured in generations for the ith internodal branch of the species tree and N is the effective population size. When any of the Ti's is less than 1, the probability P becomes considerably less than 1.0. This probability cannot be substantially increased by increasing the number of alleles sampled from a locus. To increase the probability, one has to use DNA sequences from many different loci that have evolved independently of each other."
"Delimiting Species without Monophyletic Gene Trees","https://scispace.com/paper/delimiting-species-without-monophyletic-gene-trees-2ylabf9jtg","2007","Journal Article","Systematic Biology","L. Lacey Knowles
Bryan C. Carstens
John Weins","10.1080/10635150701701091","https://www.zotero.org/johankarlssonk9/items/JF9XLDNT/attachment/7WJCYVLR/reader","Genetic data are frequently used to delimit species, where species status is determined on the basis of an exclusivity criterium, such as reciprocal monophyly. Not only are there numerous empirical examples of incongruence between the boundaries inferred from such data compared to other sources like morphology -- especially with recently derived species, but population genetic theory also clearly shows that an inevitable bias in species status results because genetic thresholds do not explicitly take into account how the timing of speciation influences patterns of genetic differentiation. This study represents a fundamental shift in how genetic data might be used to delimit species. Rather than equating gene trees with a species tree or basing species status on some genetic threshold, the relationship between the gene trees and the species history is modeled probabilistically. Here we show that the same theory that is used to calculate the probability of reciprocal monophyly can also be used to delimit species despite widespread incomplete lineage sorting. The results from a preliminary simulation study suggest that very recently derived species can be accurately identified long before the requisite time for reciprocal monophyly to be achieved following speciation. The study also indicates the importance of sampling, both with regards to loci and individuals. Withstanding a thorough investigation into the conditions under which the coalescent-based approach will be effective, namely how the timing of divergence relative to the effective population size of species affects accurate species delimitation, the results are nevertheless consistent with other recent studies (aimed at inferring species relationships), showing that despite the lack of monophyletic gene trees, a signal of species divergence persists and can be extracted. Using an explicit model-based approach also avoids two primary problems with species delimitation that result when genetic thresholds are applied with genetic data -- the inherent biases in species detection arising from when and how speciation occurred, and failure to take into account the high stochastic variance of genetic processes. Both the utility and sensitivities of the coalescent-based approach outlined here are discussed; most notably, a model-based approach is essential for determining whether incompletely sorted gene lineages are (or are not) consistent with separate species lineages, and such inferences require accurate model parameterization (i.e., a range of realistic effective population sizes relative to potential times of divergence for the purported species). It is the goal (and motivation of this study) that genetic data might be used effectively as a source of complementation to other sources of data for diagnosing species, as opposed to the exclusion of other evidence for species delimitation, which will require an explicit consideration of the effects of the temporal dynamic of lineage splitting on genetic data."
"Accuracy and Precision of Species Trees: Effects of Locus, Individual, and Base Pair Sampling on Inference of Species Trees in Lizards of the Liolaemus darwinii Group (Squamata, Liolaemidae)","https://scispace.com/paper/accuracy-and-precision-of-species-trees-effects-of-locus-54tuabpvoq","2012","Journal Article","Systematic Biology","Arley Camargo
Luciano J. Avila
Mariana Morando
Jack W. Sites","10.1093/sysbio/syr105","https://www.zotero.org/johankarlssonk9/items/PHLE2HCD/attachment/P6BQPLHG/reader","Molecular phylogenetics has entered a new era in which species trees are estimated from a collection of gene trees using methods that accommodate their heterogeneity and discordance with the species tree. Empirical evaluation of species trees is necessary to assess the performance (i.e., accuracy and precision) of these methods with real data, which consists of gene genealogies likely shaped by different historical and demographic processes. We analyzed 20 loci for 16 species of the South American lizards of the Liolaemus darwinii species group and reconstructed a species tree with *BEAST, then compared the performance of this method under different sampling strategies of loci, individuals, and sequence lengths. We found an increase in the accuracy and precision of species trees with the number of loci, but for any number of loci, accuracy substantially decreased only when using only one individual per species or 25% of the full sequence length (� 147 bp). In addition, locus ""informativeness"" was an important factor in the accuracy/precision of species trees when using a few loci, but it became increasingly irrelevant with additional loci. Our empirical results combined with the previous simulation studies suggest that there is an optimal range of sampling effort of loci, individuals, and sequence lengths for a given speciation history and information content of the data. Future studies should be directed toward further assessment of other factors that can impact performance of species trees, including gene flow, locus ""informativeness,"" tree shape, missing data, and errors in species delimitation. (Accuracy; coalescent; Liolaemus; phylogeny; precision; sampling; South America; species trees.)"
