"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Genomic analysis reveals hidden biodiversity within colugos, the sister group to primates","https://scispace.com/paper/genomic-analysis-reveals-hidden-biodiversity-within-colugos-1h5n4kt1x6","2016","Journal Article","Science Advances","Victor C. Mason
Gang Li
Patrick Minx
Jürgen Schmitz
Gennady Churakov
Liliya Doronina
Amanda D. Melin
Nathaniel J. Dominy
Norman T.-L. Lim
Norman T.-L. Lim
Mark S. Springer
Richard K. Wilson
Wesley C. Warren
Kristofer M. Helgen
William J. Murphy","10.1126/SCIADV.1600633","https://scispace.com/pdf/genomic-analysis-reveals-hidden-biodiversity-within-colugos-1h5n4kt1x6.pdf","Colugos are among the most poorly studied mammals despite their centrality to resolving supraordinal primate relationships. Two described species of these gliding mammals are the sole living members of the order Dermoptera, distributed throughout Southeast Asia. We generated a draft genome sequence for a Sunda colugo and a Philippine colugo reference alignment, and used these to identify colugo-specific genetic changes that were enriched in sensory and musculoskeletal-related genes that likely underlie their nocturnal and gliding adaptations. Phylogenomic analysis and catalogs of rare genomic changes overwhelmingly support the contested hypothesis that colugos are the sister group to primates (Primatomorpha), to the exclusion of treeshrews. We captured ~140 kb of orthologous sequence data from colugo museum specimens sampled across their range and identified large genetic differences between many geographically isolated populations that may result in a >300% increase in the number of recognized colugo species. Our results identify conservation units to mitigate future losses of this enigmatic mammalian order.","Title: Genomic analysis reveals hidden biodiversity within colugos, the sister group to primates Authors: Victor C Mason,Gang Li,Patrick Minx,Jürgen Schmitz,Gennady Churakov,Liliya Doronina,Amanda D Melin,Nathaniel J Dominy,Norman T-L Lim,Mark S Springer,Richard K Wilson,Wesley C Warren,Kristofer M Helgen,William J Murphy"
"Variações morfológicas nos hemipenes de Gymnodactylus Spix 1825 (Squamata, Phyllodactylidae)","https://scispace.com/paper/variacoes-morfologicas-nos-hemipenes-de-gymnodactylus-spix-2ceni9rg02","2020","Dissertation","","Welington de Araújo Coelho","","https://scispace.com/pdf/variacoes-morfologicas-nos-hemipenes-de-gymnodactylus-spix-2ceni9rg02.pdf","","Keywords: Hemipenis, morphology, cryptic species, evolution, rapid evolution"
"Unveiling cryptic diversity among Müllerian co-mimics: insights from the Western Palaearctic Syntomis moths (Lepidoptera: Erebidae: Arctiinae)","https://scispace.com/paper/unveiling-cryptic-diversity-among-mullerian-co-mimics-2olaqiqwbk","2021","Journal Article","Organisms Diversity & Evolution","Andrea Chiocchio
Andrea Chiocchio
Paola Arduino
R. Cianchi
Daniele Canestrelli
Alberto Zilli","10.1007/S13127-020-00474-9","https://link.springer.com/content/pdf/10.1007/s13127-020-00474-9.pdf","","(Corresponding Author),Paola Arduino,Rossella Cianchi,Daniele Canestrelli,Alberto Zilli Keywords: Cryptic species, Mimicry, Moths, Speciation, Syntomis, Western Palaearctic Introduction:
 Accurate species delimitation is of primary importance for understanding tempo and modes of species diversification . Historically, new species have mainly been recognized using morphological trait variation . However, species can also evolve in absence of conspicuous morphological trait divergence, as shown by the discovery of the so-called cryptic species ). These had originally been spotted based on subtle ecological or behavioural features , though the use of genetic markers has nowadays boosted their discovery . The recognition of cryptic species virtually across all taxonomic groups , including many well-studied taxa , unveiled significant gaps in our knowledge of biological diversity ). These gaps, in turn, constrain our understanding of the mechanisms involved in biological diversification and in the establishment of interactions at the community level, limiting the deployment of measures in many areas of biodiversity management, from conservation biology to pest or disease control . Introduction:
 Although cryptic species are widespread throughout the tree of life, they are over-reported in some groups, such as freshwater fishes, deep-sea clams, polychaetes, frogs, mites, parasitic insects and nematodes (reviewed in Pérez-Ponce de León and Poulin 2016). Cryptic species seem to be commoner in animals using non-visual mating signals (e.g. many frogs) or under selection promoting morphological stasis or convergent evolution (e.g. parasites) . They are also common in cases of recent and/or rapid speciation when short divergence time did not allow the accumulation of detectable phenotypic differences ). However, numerous taxa characterized by life-history traits likely encouraging cryptic diversification have been poorly investigated, and many of them are still analysed with a traditional morphological approach . As a consequence, a clear picture of the distribution of cryptic species across the tree of life is still lacking. Introduction:
 Mimicry complexes are good sources of cryptic species. In particular, cryptic species are expected among closely related species involved in a same Müllerian mimicry ring , because phenotypic divergence is constrained by stabilizing selection on shared warning signals (but see ). Interestingly, it was shown that look-alikeness among co-mimics could also be achieved via introgressive hybridization of patterndetermining genes from related species . The imbalance between species divergence and phenotypic divergence is a prerequisite for the evolution of cryptic species ). Thus, species involved in mimicry complexes provide a good testing ground to study the contrasting effects of divergence and stasis in the evolution of cryptic species. However, the systematics of these species often results inaccurate or partial, especially if only based on the external morphology. As a matter of fact, the presence of cryptic species within mimicry complexes has predominantly been reported in some well-studied tropical taxa, which turned out as excellent test groups to evaluate how mimicry affects patterns of diversification and speciation ). Yet mimicry complexes are not limited to the tropical regions."
"Molecular data illuminate cryptic nudibranch species: the evolution of the Scyllaeidae (Nudibranchia: Dendronotina) with a revision of Notobryon","https://scispace.com/paper/molecular-data-illuminate-cryptic-nudibranch-species-the-4p0csxxawn","2012","Journal Article","Zoological Journal of the Linnean Society","Marta Pola
Yolanda E. Camacho-García
Terrence M. Gosliner","10.1111/J.1096-3642.2012.00816.X","","","Title: Molecular data illuminate cryptic nudibranch species: the evolution of the Scyllaeidae (Nudibranchia: Dendronotina) with a revision of Notobryon Authors: Marta Pola (Corresponding Author),Yolanda E Camacho-García,Terrence M Gosliner"
"Cryptic species of mites (Uropodoidea: Uroobovella spp.) associated with burying beetles (Silphidae: Nicrophorus): The collapse of a host generalist revealed by molecular and morphological analyses","https://scispace.com/paper/cryptic-species-of-mites-uropodoidea-uroobovella-spp-8ougys17ip","2012","Journal Article","Molecular Phylogenetics and Evolution","Wayne Knee
Frédéric Beaulieu
Jeffrey H. Skevington
Scott Kelso
Mark R. Forbes","10.1016/J.YMPEV.2012.06.013","http://www.canacoll.org/Arach/Staff/Knee/pdfs/Knee_et_al._2012_Nicro.pdf","","(Silphidae: Nicrophorus): The collapse of a host generalist revealed by molecular and morphological analyses Authors: Wayne Knee,Frédéric Beaulieu,Jeffrey H Skevington,Scott Kelso,Mark R Forbes Introduction:
 Cryptic species, defined as species distinguishable by no or subtle morphological differences, have been reported across numerous invertebrate taxa, and more cryptic species are being uncovered as more genetic and phylogeographical studies are conducted . There has been an exponential increase in research on cryptic species over the last two decades, primarily as a result of the increased availability of nucleotide sequencing . In order to accurately assess the biodiversity, as well as the ecology and evolutionary history of a given group, a thorough understanding of the extent of cryptic diversity in that group is essential. Introduction:
 The use of molecular markers to elucidate previously unrecognized species boundaries can significantly facilitate our understanding of host specificity. For instance, DNA markers have often revealed that a putative host generalist is actually multiple specialist species. The avian nasal mite, Ptilonyssus sairae (Mesostigmata: Rhinonyssidae), associated with numerous passerine species worldwide, was shown to be a complex of cryptic species, each restricted to a single bird species . In Costa Rica, the 5 0 -end of mitochondrial cytochrome oxidase I (COI) (barcoding region, sensu  revealed that 16 apparent generalist morphospecies of parasitoid tachinid flies were actually a complex of 64 host specialist and 9 generalist species . Introduction:
 In addition to detecting cryptic species, modern molecular techniques have been used to assess the extent to which symbionts are coevolving with their hosts. Rhinonyssid nasal mites have been shown to track the phylogeny of their passerine hosts: strict cospeciation was observed between five lineages of the Ptilonyssus sairae species complex and five host species, based on the internal transcribed spacer region . Similarly, the phylogenetic relationships of pocket gophers and their associated lice, based on partial COI, have shown considerable congruence . On the other hand, the evolution of symbionts may reflect a history of ecological fitting, where a symbiont is associated with phylogenetically unrelated hosts that are ecologically similar . Phylogenetically unrelated but ecologically distant host species of sparid fish living in sympatry, often shared the same species of monogenean gill parasites ."
"Cryptic species within the rotifer Lecane bulla (Rotifera: Monogononta: Lecanidae) from North America based on molecular species delimitation","https://scispace.com/paper/cryptic-species-within-the-rotifer-lecane-bulla-rotifera-39owh6vryj","2020","Journal Article","Revista Mexicana De Biodiversidad","Alma Estrella García-Morales
Omar Domínguez-Domínguez","10.22201/IB.20078706E.2020.91.3116","http://www.scielo.org.mx/pdf/rmbiodiv/v91/2007-8706-rmbiodiv-91-e913116.pdf","The littoral rotifer Lecane bulla is one of the most eurytopic members of the Lecane genus and is found in a wide variety of water bodies around the world. Taxonomic orthodoxy dictates that all specimens of this widespread taxon represent a single morphospecies. We analyzed a dataset of previously published and newly generated sequences of the mitochondrial COI gene of the L. bulla complex to examine cryptic diversity in the taxon. We undertook phylogenetic analyses and applied 3 methods of species delimitation (ABGD, PTP and GMYC) to identify cryptic species within  L. bulla . Our results revealed the existence of 13 cryptic species based on the agreement of the different delimitation methods. Genetic distances between the 13 cryptic species ranged from 4.6 to 16.8%. We found a barcoding gap where the intraspecific divergences (within cryptic species) were smaller than interspecific divergences (among cryptic species), thus supporting the 13 cryptic species delimited by the species delineation methods as independent entities. Our work reveals high levels of cryptic diversity in L. bulla and highlights the need to further studies to resolve the taxonomic status of these cryptic species (and genetic lineages).","Title: Cryptic species within the rotifer Lecane bulla (Rotifera: Monogononta: Lecanidae) from North America based on molecular species delimitation Especies crípticas dentro del rotífero Lecane bulla (Rotifera: Monogononta: Lecanidae) de Norteamérica basadas en la delimitación de especies moleculares Authors: Alma Estrella García-Morales,Omar Domínguez-Domínguez Keywords: Freshwater, Cryptic species, DNA taxonomy, GMYC, Passive dispersion"
"Complete primate skeleton from the Middle Eocene of Messel in Germany: morphology and paleobiology.","https://scispace.com/paper/complete-primate-skeleton-from-the-middle-eocene-of-messel-21l8d2tvjl","2009","Journal Article","PLOS ONE","Jens Lorenz Franzen
Philip D. Gingerich
Jörg Habersetzer
Jørn H. Hurum
Wighart von Koenigswald
B. Holly Smith","10.1371/JOURNAL.PONE.0005723","https://scispace.com/pdf/complete-primate-skeleton-from-the-middle-eocene-of-messel-21l8d2tvjl.pdf","Background 
The best European locality for complete Eocene mammal skeletons is Grube Messel, near Darmstadt, Germany. Although the site was surrounded by a para-tropical rain forest in the Eocene, primates are remarkably rare there, and only eight fragmentary specimens were known until now. Messel has now yielded a full primate skeleton. The specimen has an unusual history: it was privately collected and sold in two parts, with only the lesser part previously known. The second part, which has just come to light, shows the skeleton to be the most complete primate known in the fossil record.


Methodology/Principal Findings 
We describe the morphology and investigate the paleobiology of the skeleton. The specimen is described as Darwinius masillae n.gen. n.sp. belonging to the Cercamoniinae. Because the skeleton is lightly crushed and bones cannot be handled individually, imaging studies are of particular importance. Skull radiography shows a host of teeth developing within the juvenile face. Investigation of growth and proportion suggest that the individual was a weaned and independent-feeding female that died in her first year of life, and might have attained a body weight of 650–900 g had she lived to adulthood. She was an agile, nail-bearing, generalized arboreal quadruped living above the floor of the Messel rain forest.


Conclusions/Significance 
Darwinius masillae represents the most complete fossil primate ever found, including both skeleton, soft body outline and contents of the digestive tract. Study of all these features allows a fairly complete reconstruction of life history, locomotion, and diet. Any future study of Eocene-Oligocene primates should benefit from information preserved in the Darwinius holotype. Of particular importance to phylogenetic studies, the absence of a toilet claw and a toothcomb demonstrates that Darwinius masillae is not simply a fossil lemur, but part of a larger group of primates, Adapoidea, representative of the early haplorhine diversification.","example, presence of tritubercular molars in extant and early Eocene representatives of Tarsioidea means quadrate molars evolved independently and convergently in Strepsirrhini and most later Haplorhini. Phylogenetic Relations:
 All of the determinate synapomorphies in Table  link Darwinius masillae, and by implication other Adapoidea, to Haplorhini rather than Strepsirrhini (see also Fig. ). This is a surprising result, but on reflection the grouping of adapoids like Notharctus and Adapis with Strepsirrhini  was based on retention of primitive characteristics like the free ring-like ectotympanic within the auditory bulla. Consideration of adapoids to be Haplorhini, as tarsioids are, helps to explain why the earliest representatives of both groups are so similar and sometimes confused. Note that Darwinius masillae, and adapoids contemporary with early tarsioids, could represent a stem group from which later anthropoid primates evolved, but we are not advocating this here, nor do we consider either Darwinius or adapoids to be anthropoids. Phylogenetic Relations:
 As currently conceived, the history of Anthropoidea is traced through the Eocene in somewhat speculatively identified lineages of isolated teeth [e.g., . Darwinius masillae shows that it is possible to recover much more complete and informative primate fossils. Most primates in the Eocene, certainly most known from cranial remains, are not anthropoids. Continued recovery of complete skeletal remains, like those of Darwinius masillae described here, will help to clarify the systematic position of additional primates relative to the strepsirrhine-haplorhine dichotomy within the order, focus attention on specimens complete enough for phylogenetic interpretation, and define the threshold required for inclusion in Anthropoidea. Conclusions:
 We can now document the history of an extraordinary fossil, here named Darwinius masillae. Its two parts, although split by private collectors and dispersed to two continents, are virtually reunited here 26 years after discovery. The fossil, including an entire soft body outline (preserved in the Oslo specimen) as well as contents of the digestive tract (investigated in the Wyoming specimen), documents paleobiology and morphology of an extinct early primate from the Eocene of Germany. Conclusions:
 After comparative study, we conclude that the Darwinius holotype was a juvenile female, weaned and feeding independently on fruit and leaves in the middle floor of early Middle Eocene rain forest of Messel. She may have been nocturnal. She moved as an agile, nail bearing arboreal quadruped and, although perhaps only 60 percent of adult weight at death (Fig. ), would have grown to be the size of an adult female Hapalemur, in the range of 650-900 g. Her pattern of tooth development shows that her species grew up fairly quickly and suggests that she died before one year of age."
"Mgambo Forest Reserve A biodiversity survey","https://scispace.com/paper/mgambo-forest-reserve-a-biodiversity-survey-50vsh4ieii","2002","","","Frontier Tanzania","","https://scispace.com/pdf/mgambo-forest-reserve-a-biodiversity-survey-50vsh4ieii.pdf","","forest and must be at risk from local extinction due to limitations to disperse and interbreed. Also of interest was the sighting of the vulnerable (IUCN 2000) Paraxerus palliatus (Red bellied coastal squirrel). Mammal observations:
 Five nocturnal species were seen and/or heard at trapsite 3, an area of good lowland and riverine forest. These were the Dendrohyrax validus (Eastern tree hyrax), which is near endemic and vulnerable ; Galagoides zanzibaricus (Zanzibar galago), a forest-dependent species; Mammal observations:
 Otolemur garnetti (Small eared galago), which was also seen and heard frequently around basecamp in an area of riverine forest on the reserve border; Otolemur crassicaudatus (Greater galago), a species typically known to inhabit open Miombo-type woodland, indicating it's presence on the Miombo ridge tops of Mgambo FR and, lastly, Petrodromus tetradactylus (Fourtoed elephant shrew). All of the nocturnal species identifications were verified by Andy Perkins, a visiting Galago expert, with an extensive knowledge on other nocturnal species. Mammal observations:
 There was also much evidence of grazing by domestic livestock, goats and cattle. This is a problem within the reserve.   It is interesting to note that most of the bat species caught were those that live in a mosaic of habitats, including open woodland and are non-forest dependent. This probably reflects the level of disturbance throughout the reserve and loss of pristine forest habitat. Those species that live in forest or on forest edges (ecological type = f) were caught in areas of either dry lowland forest and/or riverine forest. At trapsite 1, a large number of bats were caught, suggesting a roost close to the positioning of the mist nets. These were situated in riverine forest on the edge of the reserve border, close to shambas. Most bats were Rhinolophus species and it is possible that they flew out of the forest into drier open areas to feed. Birds:
 A total of 52 species from 30 families were recorded. As no systematic survey of bird fauna was undertaken, the findings do not represent a complete inventory (Table ). An 'identification confidence' column is presented in Table  to clarify the reliability of each sighting. Identification is ranked as follows: Certain, Near Certain, Probable and Possible. Birds:
 Where   Two bird species observed in Mgambo FR were of restricted range and are summarised in Table . Apart from those birds that are of obvious importance in terms of threat status and retricted range, such as Tauraco fischeri (Fischer's tauraco) which has been used to define one of the Birdlife International Endemic Bird Areas, there were a number of birds that were interesting because they are locally common and have a restricted and patchy distribution in East Africa. These include: Lonchura fringilloides (Magpie mannikin), commonly known from Amani; Tauraco porphyreolophus chlorochlamys (Purple-crested turaco), with no recent records in north Tanzania ; and Onychognathus morio (Red-winged starling), known to be rare in the Usambara foothills."
"A new primate from the late Eocene of Vietnam illuminates unexpected strepsirrhine diversity and evolution in Southeast Asia","https://scispace.com/paper/a-new-primate-from-the-late-eocene-of-vietnam-illuminates-1jub0uptdb","2019","Journal Article","Scientific Reports","Olivier Chavasseau
Yaowalak Chaimanee
Stéphane Ducrocq
Vincent Lazzari
Phan Dong Pha
Mana Rugbumrung
Jérôme Surault
Dang Minh Tuan
Jean-Jacques Jaeger","10.1038/S41598-019-56255-8","https://scispace.com/pdf/a-new-primate-from-the-late-eocene-of-vietnam-illuminates-1jub0uptdb.pdf","Sivaladapidae is a poorly known Asian strepsirrhine family originally discovered in Miocene sediments of the Indian subcontinent. Subsequent research has considerably increased the diversity, temporal range, and geographical distribution of this group, now documented from China, Thailand, Myanmar, Pakistan, and India and whose earliest representatives date back to the Middle Eocene. We present here a new taxon of sivaladapid from the Na Duong coal mine in the Latest Middle Eocene-Late Eocene of Vietnam. It represents the first Eocene primate from Vietnam and the first medium-sized mammal recovered from this locality, thus documenting a completely new part of the Na Duong paleobiodiversity. This taxon is the largest sivaladapid ever found with an estimated body weight of 5.3 kg and it represents a new subfamily of sivaladapids in exhibiting a very peculiar combination of dental features yet unknown in the fossil record of the family (e.g., retention of four premolars, high-crowned molars with accentuated bunodonty and extreme crest reduction). Besides documenting a complete new part of sivaladapid evolution, its primitive dental formula and derived features shared with the Early Eocene Asiadapidae reinforce the hypothesis of a basal branching of sivaladapids among strepsirrhines.","Title: A new primate from the late Eocene of Vietnam illuminates unexpected strepsirrhine diversity and evolution in Southeast Asia Authors: Olivier Chavasseau,Yaowalak Chaimanee,Stéphane Ducrocq,Vincent Lazzari,Phan Dong Pha,Mana Rugbumrung,Jérôme Surault,Minh Dang,Tuan,Jean-Jacques Jaeger"
"Origin of a cryptic lineage in a threatened reptile through isolation and historical hybridization","https://scispace.com/paper/origin-of-a-cryptic-lineage-in-a-threatened-reptile-through-xef7c1s3fs","2016","Journal Article","Heredity","Michael G. Sovic
Anthony C. Fries
H. L. Gibbs","10.1038/HDY.2016.56","https://scispace.com/pdf/origin-of-a-cryptic-lineage-in-a-threatened-reptile-through-xef7c1s3fs.pdf","Identifying phylogenetically distinct lineages and understanding the evolutionary processes by which they have arisen are important goals of phylogeography. This information can also help define conservation units in endangered species. Such analyses are being transformed by the availability of genomic-scale data sets and novel analytical approaches for statistically comparing different historical scenarios as causes of phylogeographic patterns. Here, we use genomic-scale restriction-site-associated DNA sequencing (RADseq) data to test for distinct lineages in the endangered Eastern Massasauga Rattlesnake (Sistrurus catenatus). We then use coalescent-based modeling techniques to identify the evolutionary mechanisms responsible for the origin of the lineages in this species. We find equivocal evidence for distinct phylogenetic lineages within S. catenatus east of the Mississippi River, but strong support for a previously unrecognized lineage on the western edge of the range of this snake, represented by populations from Iowa, USA. Snakes from these populations show patterns of genetic admixture with a nearby non-threatened sister species (Sistrurus tergeminus). Tests of historical demographic models support the hypothesis that the genetic distinctiveness of Iowa snakes is due to a combination of isolation and historical introgression between S. catenatus and S. tergeminus. Our work provides an example of how model-based analysis of genomic-scale data can help identify conservation units in rare species.","Title: Origin of a cryptic lineage in a threatened reptile through isolation and historical hybridization Authors: M G Sovic (Corresponding Author),A C Fries,H L Gibbs"
"Social encounters in two prosimian species: Galago crassicaudatus and Nycticebus coucang","https://scispace.com/paper/social-encounters-in-two-prosimian-species-galago-24ssz7wevm","1971","Journal Article","Psychonomic science","Terry G. Newell","10.3758/BF03331785","https://scispace.com/pdf/social-encounters-in-two-prosimian-species-galago-24ssz7wevm.pdf","Social encounters between all possible pairings of seven thick-tailed galagos (Galago crassicaudatus) and eight slow lorises (Nycticebus coucang) were observed in an observation cage. Neither species used facial displays or vocalization during the encounters. Both species possess special urination behaviors, but these patterns were not used extensively during the encounters. Reciprocal allogrooming and olfactory investigation were prominant behaviors displayed by both species. Agonsitic behavior was seen much more frequently in galagos than in lorises. Responses of a particular animal to others differed in type of behavior displayed and in the duration and intensity of the behavior; thus, individual recognition of specific species members is possible for both species.","Title: Social encounters in two prosimian species: Ga/aga crassicaudatus and Nycticebus caucang* Authors: Terry G Newell Social encounters between all possible pairings of seven thick•tailed galagos (Galago crassicaudatus) and eight slow lorises (Nycticebus coucang) were observed in an observation cage. Neither species used facial displays or vocalization during the encounters. Both species possess special urination behaviors, but these patterns were not used extensively during the encounters. Reciprocal allogrooming and olfactory investigation were prominant behaviors displayed by both species. Agonsitic behavior was seen much more frequently in galagos than in lorises. Responses of a particular animal to others differed in type of behavior displayed and in the duration and intensity of the behavior; thus, individual recognition of specific species members is possible for both species. The families composing the primate suborder Prosimii form a relatively unstudied evolutionary branch. One prosimian family, the Lorisidae, includes African galagos and pottos and the lorises of Southeast Asia. The present study is concerned with two species, Galago crassicaudatus (thick•tailed bushbaby) and Nycticebus coucang (slow loris), that belong to this family. Both species are nor.turnal and arboreaL Most observations have been made on captive Ss.  has observed Galago crassicaudatus, while the lesser bushbaby, Galago senegalensis, has been observed by  and .  and llse  have reported brief behavioral observations of Loris tardigradus  have described the activity patterns of Nycticebus coucang. The only studies in which both lorises and galagos have been compared directly are aseries of s t udies by Ehrlich dealing with sensory-motor processes and curiosity behavior . So far as social behavior is concerned, very little is known. As an initial approach, the present study provides information as to the types of behaviors that occur during brief social meetings or encounters between two members of a species. SUBJECTS:
 Seven galagos (five males, one juvenile male, one fe male ) and eight lorises (five females, one male, one juvenile male, and one juvenile female) were used in this study. SUBJECTS:
 Prior to testing, all animals had been housed singly for at least 3 months; thus, the animals were relatively deprived of social contacts. Estrus did not occur in any of the females during the period covered by these observations. PROCEDURE Social encounters were conducted between all 21 possible pairings of the galagos and all 28 possible pairings of the lorises. The encounter for all but those pairs involving the juvenile galago was replicated after a 4-week interval."
"Cryptic biodiversity in a changing world","https://scispace.com/paper/cryptic-biodiversity-in-a-changing-world-3gdlqpcwks","2007","Journal Article","Journal of Biology","Luciano B. Beheregaray
Adalgisa Caccone","10.1186/JBIOL60","https://scispace.com/pdf/cryptic-biodiversity-in-a-changing-world-3gdlqpcwks.pdf","DNA studies are revealing the extent of hidden, or cryptic, biodiversity. Two new studies challenge paradigms about cryptic biodiversity and highlight the importance of adding a historical and biogeographic dimension to biodiversity research.","Title: Cryptic biodiversity in a changing world Authors: Luciano B Beheregaray (Corresponding Author),Adalgisa Caccone Biodiversity, the variety of life, is one of nature's most exuberant manifestations. Scientists have long struggled to understand the evolutionary and ecological processes underlying the origin, distribution and maintenance of biodiversity. This dilemma is faced not only by researchers working in undersampled regions such as tropical rainforests and marine habitats, but also by those studying densely sampled and well characterized temperate systems. The problem is partly generated by the difficulty of detecting and measuring biodiversity solely on the basis of morphological information. Despite the central and unrivalled position of morphology-based taxonomy in biodiversity research, human visual perception will probably never quite suffice to capture natural complexity. A good example of this is the escalating number of DNA-based studies reporting cryptic species . Cryptic, or sibling, species are discrete species that are difficult, or sometimes impossible, to distinguish morphologically and thus have been incorrectly classified as a single taxon. Cryptic species are found from the poles to the Equator and in all major terrestrial and aquatic taxonomic groups . For example, a recent meta-analysis yielded 2,207 articles reporting cryptic species in all metazoan phyla and classes, including 996 new species in insects, 267 in mammals, 151 in fishes and 94 in birds . Similarly, a recent report shows that global biodiversity in protozoa is often cryptic and significantly higher than previously considered . Analysis of the genetic diversity distributed within 'species' provides a powerful framework for recognizing cryptic species. In this context, historical considerations are important, as the current genetic architectures of many species have been shaped by global climatic fluctuations, environmental gradients and the separation of populations by geographic barriers during the past 3 million years and, to a lesser extent, by more ancient physical processes . Phylogeography and the identification of cryptic biodiversity:
 Here we discuss two recent studies on cryptic species that take a historical biogeographical perspective on the distribution of genetic diversity in populations, and discuss how such perspectives can inform our knowledge of cryptic biodiversity. In one, published in BMC Biology, a team led by Robert Wayne  details the discovery of at least six cryptic species in the giraffe (Giraffa camelopardalis) based on the geographic distribution of genetic diversity in the giraffe population today, and discuss how conditions in the mid to late Pleistocene might have led to such speciation. In the other, in BMC Evolutionary Biology, Elmer et al.  report previously unsuspected cryptic species within the upper Amazonian leaflitter frog (Eleutherodactylus ockendeni)."
"English Common Names for Subspecies and Species of African Primates","https://scispace.com/paper/english-common-names-for-subspecies-and-species-of-african-3faguqokmv","2006","Journal Article","Primate Conservation","Peter Grubb","10.1896/0898-6207.20.1.65","https://scispace.com/pdf/english-common-names-for-subspecies-and-species-of-african-3faguqokmv.pdf","Approximately 1,000 English-language names have been used for African primates. Grubb et al. (2003) chose a single common name for each species (with a few exceptions) and for each subspecies. The present paper provides the opportunity to compare these preferred names with others published in the literature. The aim is to encourage primatologists to evaluate the choice of names, to assess the principles adopted in compiling the selective list, to amend this list where they see fi t, preferably","""Sotik River galago"") would be preferable. ) is named after IBEA, an acronym of the short-lived Imperial British East Africa Company, with which this taxon has no particular association. ""Northern yellow baboon"" would be preferable. Grubb:
 • The western gelada (Theropithecus gelada gelada) and eastern gelada (T. g. obscurus) occur respectively in the northern and southern sectors of their species' range. ""Northern gelada"" and ""southern gelada"" would be preferable names. • Colobus guereza percivali is called the Mt Uarges guereza, but Uaraguess is an approved spelling, so ""Mt Uaraguess guereza"" would be preferable. Grubb:
 Altogether there are approximately 1,000 English names for 174 species and subspecies of the African primate fauna. Discussion:
 The prolixity of common names for African primates (Table ) does not appear to arise from strong preferences or differences in opinion among naturalists but rather by a failure to follow precedent, leading to a clutter of permutations Table . List of scientifi c and vernacular names for species and subspecies of African primates. The names listed in  are in bold type. See ""The Compilation"" for further explanation. Scientifi c names of species and subspecies:
 Vernacular names Galagos and lorises (b. = bush-baby; g. = galago) [also for Cercocebus galeritus, L. aterrimus], grey-cheeked ma., grey-cheeked crested ma., mantled ma., white-cheeked ma.; Johnston's ma., Johnston's grey-cheeked crested ma., (johnstoni , grey-cheeked crested ma., mantled ma., white-cheeked ma.; Johnston's ma., Johnston's grey-cheeked crested ma., (johnstoni , grey-cheeked crested ma., mantled ma., white-cheeked ma.; Johnston's ma., Johnston's grey-cheeked crested ma., ( ), Osman Hill's grey cheeked crested ma. (   Allen's baboon-like m., Allen's m., Allen's swamp m., blackish-green g., swamp g. Miopithecus talapoin:
 Angola   which common names are to be quoted in publications on primates. From published sources they could select a leading common name for each species and recommend that it take precedence where a range of names is cited or that it is to be the sole name cited. , R. W. Hayman's translation of , , , and  have already selected single names for African primate species."
"A new genus name for pygmy lorises, Xanthonycticebus gen. nov. (Mammalia, primates)","https://scispace.com/paper/a-new-genus-name-for-pygmy-lorises-xanthonycticebus-gen-nov-1vhntnbq","2022","Journal Article","Zoosystematics and Evolution","K. A. I. Nekaris
Vincent Nijman","10.3897/zse.98.81942","https://scispace.com/pdf/a-new-genus-name-for-pygmy-lorises-xanthonycticebus-gen-nov-1vhntnbq.pdf","Lorisiformes are nocturnal primates from Africa and Asia with four genera, with two (Arctocebus and Loris), three (Perodicticus) and nine (Nycticebus) recognised species. Their cryptic lifestyle and lack of study have resulted in an underappreciation of the variation at the species and genus level. There are marked differences between the pygmy slow loris Nycticebus pygmaeus and the other Nycticebus species and, in the past, several authors have suggested that these may warrant recognition at the generic level. We here combine morphological, behavioural, karyotypical and genetic data to show that these contrasts are, indeed, significantly large and consistent. We propose Xanthonycticebus gen. nov. as a new genus name for the pygmy slow lorises and suggest a common name of pygmy lorises. Based on analysis of complete mitochondrial DNA sequences, we calculate the divergence of pygmy from slow lorises at 9.9–10.0%. The median date, calculated for the divergence between Xanthonycticebus and Nycticebus, is 10.5 Mya (range 4.9–21.0 Mya). Xanthonycticebus differs from Nycticebus by showing sympatry with other slow loris species, by habitually giving birth to twins, by showing seasonal body mass and whole body coat colour changes (absent in other species living at similar latitudes) and a multi-male, multi-female social system. Pygmy lorises are easily recognisable by the absence of hair on their ears and more protruding premaxilla. Xanthonycticebus is threatened by habitat loss and illegal trade despite legal protection across their range and all slow lorises are listed on appendix 1 of CITES. The suggested nomenclatural changes should not affect their legal status.","Title: A new genus name for pygmy lorises, Xanthonycticebus gen. nov. (Mammalia, Primates) Authors: Anne-Isola Nekaris,Vincent Nijman (Corresponding Author),Melissa T R Hawkins Keywords: conservation, cytotaxonomy, Lorisidae, Lorisiformes, primate taxonomy, Strepsirrhini"
