"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"A sequential analysis of female aggression in a group of lesser galagos (Galago senegalensis)","https://scispace.com/paper/8WKLRD4Q","7/1978","Journal Article","Primates","Fred B. Bercovitch","10.1007/BF02373312","https://www.zotero.org/johankarlssonk9/items/8WKLRD4Q/attachment/JXHW2JGE/reader","A sequential analysis of behaviors preceding agonistic interactions between female lesser galagos demonstrated that aggression usually follows locomotor or interactive, as opposed to solitary, behavior. Leaping or leaving a nest box followed by mutual staring is a frequent component preceding both chases and displacements. The probability of predicting an agonistic interaction is improved when more behaviorsare examined in sequence,although one cannot predict aggression with certainty due to the variability of preceding sequences. Mutual staring is suggested to be an evolutionary precursor to elaborate visual threat signals."
"Interspecific differences and discrimination of auditory and olfactory signals ofGalago crassicaudatus andGalago garnettii","https://scispace.com/paper/interspecific-differences-and-discrimination-of-auditory-and-3nt08z0t4p","12/1988","Journal Article","International Journal of Primatology","Anne Barrett Clark","10.1007/BF02735746","https://www.zotero.org/johankarlssonk9/items/9NIYMUCE/attachment/Q4FR6UAS/reader","Although morphological, genetic, and reproductive differences between the two recently separated species, Galago crassicaudatusand G. garnettii,have been documented, social and ecological distinctions are much less well known The calls and chest glands used in scent marking differ. Observational data on calling and answering between species and experimental results on responses to conspecific and allospecific scent from captive galagos at the Duke University Primate Facility showed that members of both species preferentially responded to conspecific signals. The differences in the signals themselves suggest some contrasts in habitat and social patterns. They may also have direct taxonomic implications, but these are not yet clear. Awareness of these differences in signals should allow us to determine from descriptions of calls, skin glands, and behavior which species were subjects in reports published before this taxonomic revision."
"Social organization of Galagos in Kenyan coastal forests: I. <i>Galago zanzibaricus</i>","https://scispace.com/paper/YKB8TUYW","01/1986","Journal Article","American Journal of Primatology","Caroline S. Harcourt
Leanne T. Nash","10.1002/ajp.1350100406","https://www.zotero.org/johankarlssonk9/items/YKB8TUYW/attachment/WMJ8QHRI/reader","Abstract
            
              The social organization of
              Galago zanzibaricus
              was studied for the first time and the study included data from two different sites in the coastal forests of Kenya. A combination of mark‐recapture and radio‐tracking techniques was used to investigate patterns of inter‐ and intrasexual home range overlap. Associations in sleeping groups indicated social ties between individuals. Patterns of range use were established by radio‐tracking focal individuals. Adult males generally had nonoverlapping ranges, shared with one or two females and their offspring with which the male regularly slept. Young females remained longer in their natal ranges than males and reproduced within their natal ranges. Range size and distance traveled per night were similar between the sexes; both sexes probably defended territories. None of the other galago (bushbaby) species studied to date show the degree of close male‐female association found in
              G. zanzibaricus
              . This study thus extends the variety of social organization documented in nocturnal prosimians."
"Lack of congruence between morphological and molecular data in reconstructing the phylogeny of the galagonidae","https://scispace.com/paper/8X262PWP","01/2002","Journal Article","American Journal of Physical Anthropology","Judith C. Masters
Denis J. Brothers","10.1002/ajpa.10001","https://www.zotero.org/johankarlssonk9/items/8X262PWP/attachment/L6IH8VV9/reader","Abstract
            
              Published cladistic reconstructions of galagonid phylogeny based on morphological, behavioral, and genetic data have had few elements in common. A recent molecular study indicated that 2 of the 3 generic groupings derived from morphological data were not consistent with tree topologies constructed from the analysis of mitochondrial DNA sequences. In this study, we compiled and analyzed a data set based on craniodental morphology in 13 galagonid and 8 outgroup taxa, comprising 3 dwarf‐lemur and 5 loris species, and subjected it to cladistic analysis. Our aim was not only to generate a new phylogenetic hypothesis based on these data, but also to investigate the conditions under which congruence could be achieved between these results and those obtained previously. The data set was found to be highly sensitive to the choice of outgroup, with the lorises showing high interspecific variability in cranial structure. Congruence between the craniodental and molecular trees could be achieved only if
              Arctocebus
              was used as the outgroup and two characters were preferentially weighted. Further progress in the reconstruction of galagonid phylogeny will require seeking consensus in a variety of other data sets, including postcranial morphology, behavior, and additional gene sequences. The effect of different outgroups on molecular analysis needs attention. Am J Phys Anthropol 117:79–93, 2002. © 2002 Wiley‐Liss, Inc."
"Seasonal variation in the diet of South African Galagos","https://scispace.com/paper/seasonal-variation-in-the-diet-of-south-african-galagos-oeo28sptde","10/1986","Journal Article","International Journal of Primatology","Caroline Harcourt","10.1007/BF02693660","https://www.zotero.org/johankarlssonk9/items/6DP7BKHX/attachment/JZIM5IM2/reader","The feeding behavior and diet of two species of bushbaby, Galago senegalensisand Galago crassicaudatus,in South Africa were examined in relation to seasonal changes in climate. The populations studied were allopatric, but both fed predominantly on Acaciagum and invertebrates. Data on their diet were collected by direct observation of a radiocollared female of each species and by analysis of fecal samples. Differences in diet were found between the species within seasons and within species between the seasons. Both spent more time gum-feeding in winter than in summer. Prey size and type differed between the species in summer but converged in winter. The quantity of insects taken was fairly similar between seasons for G. senegalensisbut dropped considerably for G. crassicaudatusin winter. These observations are interpreted in terms of interspecific differences in feeding strategies, which are considered to be a function of the difference in body size of the two galago species."
"Infant Distress Vocalizations in the Southern African Lesser Bushbaby (Galago mohofi)","https://scispace.com/paper/SJAB47XJ","","Journal Article","","O Mascagni
G A Doyle","","https://www.zotero.org/johankarlssonk9/items/SJAB47XJ/attachment/AC6ANXQY/reader",""
"Development of Behavior in Prosimians with Special Reference to the Lesser Bushbaby, Galago senegalensis moholi","https://scispace.com/paper/chapter5-development-of-behavior-in-prosimians-with-special-2cxsda26ec","1979","Book Section","","G.A. Doyle","10.1016/B978-0-12-222150-7.50010-6","https://www.zotero.org/johankarlssonk9/items/X6C5D82N/attachment/K8D9WL5B/reader",""
"Daytime variations of serum testosterone and luteinizing hormone in captive thick-tailed bush babies (Galago garnetti)","https://scispace.com/paper/EWV9VA58","4/1994","Journal Article","Primates","R. O. Ojoo
G. E. Otianga-Owiti
D. Oduor-Okelo
E. O. Wango","10.1007/BF02382056","https://www.zotero.org/johankarlssonk9/items/EWV9VA58/attachment/XNI9ZVYA/reader","Mean daytime serum levels of testosterone (T) and luteinizing hormone (LH) were determined in eight male thick-tailed bush babies at different times of the day by radioimmunoassay and leydig cell bioassay respectively. Blood samples were obtained twice a week from each animal at different times of the day between 08:30 and 16:00. This was carried out for a period of eight weeks. There was significantly higher mean serum T levels in the morning compared to evening hours (t7< 0.05). There was no significant variation in mean serum LH levels, and no significant correlation between serum T and LH levels."
"An Examination of the Function of Urine Washing in Galago senegalensis","https://scispace.com/paper/SUFETH4X","1981","Journal Article","Zeitschrift für Tierpsychologie","Caroline Harcourt","10.1111/j.1439-0310.1981.tb01263.x","https://www.zotero.org/johankarlssonk9/items/SUFETH4X/attachment/4PBU6JHN/reader","A wild, fcmale Gologo ronogole,,rir molohi (lesser burhbaby) war radio collared and followed for 139 h. The occurrence of 'urine washing', werting rhe hands and fret wirh urine, war recorded and analyred in rerms of when and where it took place and wirh what orher behaviourr ir was arsociatcd. Data from the prercnt study and others indicated that urine washing did not function as an olfactory sign marking territorial boundaries. Ir war suggested thar in this species it facilitated grip."
"Communication inGalago crassicaudatus","https://scispace.com/paper/DYQWZAWF","10/1976","Journal Article","Primates","Jocelyn M. Tandy","10.1007/BF02382909","https://www.zotero.org/johankarlssonk9/items/DYQWZAWF/attachment/D8JXA35B/reader","The olfactory, visual and, auditory communicative behaviors of a colony of feral Galago crassicaudatus (four males ad three females) observed over a two year period are documented. The enclosure was constructed to simulate a natural environment, but all stimulus possibilities available in the wild were not present and several new ones were introduced. It is not known how many of such differencesmay have affected the animals' behavior, however not all behaviors observed in the wild appear in the lab."
"Multidirectional chromosome painting reveals a remarkable syntenic homology between the greater galagos and the slow loris","https://scispace.com/paper/multidirectional-chromosome-painting-reveals-a-remarkable-4momxw591x","04/2006","Journal Article","American Journal of Primatology","R. Stanyon
F. Dumas
G. Stone
F. Bigoni","10.1002/ajp.20229","","Abstract
            
              We report on the first reciprocal chromosome painting of lorisoids and humans. The chromosome painting showed a remarkable syntenic homology between
              Otolemur
              and
              Nycticebus
              . Eight derived syntenic associations of human segments are common to both
              Otolemur
              and
              Nycticebus
              , indicative of a considerable period of common evolution between the greater galago and the slow loris. Five additional Robertsonian translocations form the slow loris karyotype, while the remaining chromosomes are syntenically equivalent, although some differ in terms of centromere position and heterochromatin additions. Strikingly, the breakpoints of the human chromosomes found fragmented in these two species are apparently identical. Only fissions of homologs to human chromosomes 1 and 15 provide significant evidence of a cytogenetic link between Lemuriformes and Lorisiformes. The association of human chromosomes 7/16 in both lorisoids strongly suggests that this chromosome was present in the ancestral primate genome. Am. J. Primatol. 68:349–359, 2006. © 2006 Wiley‐Liss, Inc."
"Acacia gum and its use by bushbabies,Galago senegalensis (Primates: Lorisidae)","https://scispace.com/paper/acacia-gum-and-its-use-by-bushbabies-galago-senegalensis-1msl73d2k5","6/1980","Journal Article","International Journal of Primatology","S. K. Bearder
R. D. Martin","10.1007/BF02735592","https://www.zotero.org/johankarlssonk9/items/PPQRM73U/attachment/3G7RWA3W/reader","Lesser bushbabies (Galago senegalensis moholi)were studied by radiotracking over a 2-year period (August 1975 to August 1977)at a thornveld study site in the Northern Transvaal, South Africa. It was confirmed that the diet consisted exclusively of plant exudates (gums) and arthropods;available fruits were never eaten. The gums were taken from the trunks and branches of Acaciatrees, particularly from Acacia karroo(the major source), from A. tortilis,and to a small extent from A. nilotica.Chemical analysis shows that gums consist predominantly of carbohydrates and water, with small quantities of fiber, protein, and minerals (notably calcium, magnesium, and potassium). Thus, the gums probably present first and foremost a source of carbohydrate in the diet of the lesser bushbaby, though it seems likely that special mechanisms must exist for digestion of the polymerized pentose and hexose sugars. The calcium content of the gums (approx. 1% by weight) is probably significant in offsetting the low calcium content of the arthropod prey, and their high calcium:phosphorus ratio may well counterbalance the low calcium:phosphorus ratio of the arthropods. The gums are apparently produced largely in response to insect activity. Larvae of beetles (families Cerambycidae,Buprestidae, and Elateridae) and of moths (family Coccidae) bore channels beneath the tree surface, and gum is liberated through apertures made during invasion of the host Acacia.Fly larvae (family Odiniidae) may also develop in the gumfilled cavities. Gum exuding onto the surface is collected by the bushbabies on regular nightly visits, and firm evidence was obtained, in the form of characteristic marks on trap baseboards and certain gum sites, that the toothscraper in the lower jaw is used to scoop away gum from tree surfaces. Foraging for, and feeding upon, gum increased during the winter months, which may be particularly harsh in certain years. In the especially cold winter covered by the study, insect availability was minimal and the lesser bushbabies fed mainly on gum, with some of them reducing their total activity period during the night. Gums are available throughout the year and detailed records indicated no clearcut seasonal pattern of gum production. They are therefore an important yearround food resource for the lesser bushbabies. Feeding on gums has been reported for a wide range of primate species in recent years (especially for various species of the families Cheirogaleidae, Lorisidae, and Callitrichidae), and these plant exudates must now be regarded as an important dietary category within the order Primates."
"Effects of animate vs. inanimate stimuli on curiosity behavior in greater galago and slow loris","https://scispace.com/paper/Q75AJMVL","1/1982","Journal Article","Primates","Carol Jaenicke
Annette Ehrlich","10.1007/BF02381441","https://www.zotero.org/johankarlssonk9/items/Q75AJMVL/attachment/WB6K2ML3/reader","Captive prosimians housed in a semi-natural laboratory environment were exposed to novel stimuli, both animate (cat, snake) and inanimate (empty box). Observations were made by means of closed circuit TV. Animate stimuli elicited considerably more interest (about 42 ~ of a test session) than the inanimate stimulus (about 12% of the test session). The more vulnerable species, the slow loris, displayed as much curiosity as the less vulnerable species, the greater galago; but, in the presence of live stimuli, lorises were more cautious. They moved slowly and silently, employed contact as a mode of investigation significantly less often than galagos, spent significantly less time than galagos investigating from within 3 ft, took significantly longer than galagos to make their first approaches to within the 3 ft zone, and, once there, stayed for significantly shorter visits than galagos. The data demonstrate: (1) that prosimians are highly responsive to novelty if the stimuli are appropriate; and (2) that it is important to take into account not just whether animals investigate but also how they investigate."
"Intraspecific Variation in the Vocalizations and Hand Pad Morphology of Southern Lesser Bush Babies (Galago moholi): A Comparison with G. senegalensis","https://scispace.com/paper/intraspecific-variation-in-the-vocalizations-and-hand-pad-56tet56e5d","2000","Journal Article","International Journal of Primatology","M J Anderson
L Ambrose
S K Bearder
A F Dixson
S Pullen","10.1023/A:1005400205038","https://www.zotero.org/johankarlssonk9/items/XR6FR6FZ/attachment/A5BPWRZ9/reader","Previous studies have shown the taxonomic value of vocal repertoires and hand (volar) pad characteristics in the classification of cryptic nocturnal primates such as bush babies However, no study included quantitative comparisons within the geographical range of any one species We investigated levels of intraspecific variation in calls and hand pad characteristics of the southern lesser bush baby (Galago moholi), using the northern lesser bush baby (Galago senegalensis) for interspecific comparisons Examination of calls recorded from different regions along a transect of 1500 km across southern Africa revealed low levels of intraspecific variation in Galago moholi, whereas comparisons with homologous call-types in G senegalensis revealed them to be significantly different Volar pad measurements across the ranges of both species also showed low levels of intraspecific variation and relatively high interspecific variation These findings demonstrate that vocal and volar pad characteristics can be used as consistent measures of difference between species that look almost identical These methods provide a practical means of distinguishing between cryptic species, whether in the field, in captivity, or, in the case of volar pads, of preserved specimens"
"Classical heinrothian intimidation displays exhibited byGalago demidoff demidoff: A paradigm for pinpointing galagine species diversity","https://scispace.com/paper/classical-heinrothian-intimidation-displays-exhibited-by-8os3et2jrm","12/1988","Journal Article","International Journal of Primatology","Roger S. Pitts","10.1007/BF02735745","https://www.zotero.org/johankarlssonk9/items/PKG7RAVM/attachment/M9WBLGLC/reader","The existence of rhythmic micturation displays among bushbabies is well established but the function of such behavior has been a source of dispute, due largely to indiscriminate lumping of different kinds of phenomena. In this paper classical ethological evaluation of the rhythmic micturation intimidation displays regularly exhibited by dominant adult Galago demidoff demidoffallows comparison with other varieties of intra- /interspecific displaying and agression. These include (1) pure offensive behavior shared by both sexes; (2) defensively toned, antiintruder/antipredator displaying; (3) male- male rank demonstration confrontations; and (4) dominant- female, emotionally neutral self- advertising. The dominant- male, offensively toned displays couple the functions of rival intimidation and partner attraction; they vary between different species of bushbaby, and they represent an important taxonomic tool."
"Sociality in a nocturnal “solitary” prosimian:Galago crassicaudatus","https://scispace.com/paper/sociality-in-a-nocturnal-solitary-prosimian-galago-2l8rir1dgp","12/1985","Journal Article","International Journal of Primatology","Anne B. Clark","10.1007/BF02692290","https://www.zotero.org/johankarlssonk9/items/PKNVZ72A/attachment/UJYA5PHK/reader","A 16-month field study of the nocturnal prosimianGalago crassicaudatus umbrosus in the Northern Transvaal, South Africa, revealed extensive homerange overlaps between adults of both sexes, age-graded male tolerance, and a high rate of direct affiliative contact between individuals of most age-sex classes. These results contrast with the general characterization of nocturnal lorisid sociality given by Charles-Dominique (1978). Nocturnal prosimians’ dispersion while foraging supports the predation model of group cohesion in diurnal primates. The problem of group size and cohesion should be divorced from that of social networks and social complexity. There may be benefits to social interactions which transcend group living. The more subtle differences in nocturnal prosimian sociality need to be reconsidered in the light of current sociobiological and socioecological theory."
"Penile Morphology and Classification of Bush Babies (Subfamily Galagoninae)","https://scispace.com/paper/penile-morphology-and-classification-of-bush-babies-1wtpy2kk0e","2000","Journal Article","International Journal of Primatology","Matthew J Anderson","10.1023/A:1005542609002","https://www.zotero.org/johankarlssonk9/items/T9TNI8HM/attachment/5LJHYEHL/reader","The penile morphologies of nocturnal prosimians are complex and vary considerably between genera and species. Accordingly, comparative morphology can be useful in taxonomic studies, particularly when assessing the status of newly discovered species. I measured features of penile morphology—surface area of the glans penis; shape and size of the keratinized spines on the glans—for populations representing 14 species within the subfamily Galagoninae. Intraspecific variations in penile morphology were relatively minor. By contrast, there are significant differences in several morphological features among closely related, sympatric species, e.g., in the greater bush babies (Otolemur crassicaudatus and O. garnettii) and lesser bush babies (Galago senegalensis and Galago moholi). Assessment of glans area resulted in the recognition of a second needle-clawed form: Euoticus pallidus. Similar divisions exist in the dwarf and greater bush babies with respect to proportional spiny area and characteristics of spine size. I constructed a key based on the presence/absence of certain features—penile spines, dermal markings on the glans, penile lappets—as well as the shape of the baculum and possession of different spinal morphotypes. This key may be used to identify all 14 species of bush babies. Penile morphologies provide a useful guide to specific identity in the Galagoninae, which may be true also for other groups of nocturnal mammals."
"Fluorescence in Situ Hybridization Reveals Homologies Among Tarsier, Galago, and Human Karyotypes","https://scispace.com/paper/fluorescence-in-situ-hybridization-reveals-homologies-among-5f2fssu3mr","1995","Book Section","","L. Alterman
Gerald A. Doyle
M. Kay Izard
Kim Coleman Healy","10.1007/978-1-4757-2405-9_14","https://www.zotero.org/johankarlssonk9/items/7KRMFLIQ/attachment/K34BSBHS/reader","The current majority position among morphologists regards Tarsius and Anthropoidea as sister taxa. This grouping, suborder Haplorhini, is supported by shared derived characters of the orbit, retina, placenta (Luckett, 1982) and basicranium (MacPhee and Cartmill, 1986) in addition to the derived nasal morphology from which the clade takes its name. Tarsius’s highly derived body plan complicates the interpretation of tarsier-anthropoid similarities, however, leading other morphologists to reject them as nonhomologous consequences of tarsier specializations. Schwartz and Tattersall (1987) propose a tarsier-lorisiform clade in lieu of a tarsier-anthropoid one; Simons and Rasmussen (1989) regard the most salient tarsier-anthropoid correspondences in cranial anatomy as convergent."
"Aspects of reproduction and behavioral and vocal development in Senegal Bushbabies(Galago senegalensis)","https://scispace.com/paper/aspects-of-reproduction-and-behavioral-and-vocal-development-3paeb7daen","2/1989","Journal Article","International Journal of Primatology","Elke Zimmermann","10.1007/BF02735700","https://www.zotero.org/johankarlssonk9/items/3RSLIL9I/attachment/XFZ8AE7B/reader","Aspects of reproduction and development of the young in Galago senegalensiswere investigated as part of a long-term study of small groups which were housed at indoor and outdoor enclosures in southern Germany. Estrus and delivery of the young may occur in all months of the year. All of the 23 births recorded were singletons. Postpartum estrus is unusual; normally, females come into estrus 4 to 5 weeks after parturition. Gestation length was 141 ± 1.6 days measured from midestrus. Gravid females, or females with off-spring, were never separated from their family groups since the fathers and offspring from earlier litters were intensivly engaged in positive interactions with the growing young. The development of locomotion, social behavior, and vocal patterns from birth to nutritional weaning is described. Youngsters had specific vocalizations, which were, for the most part, different from those of adults. The results are compared with reproduction and behavioral ontogeny in related prosimian species."
"Lack of Torpor in Free-Ranging Southern Lesser Galagos, Galago moholi: Ecological and Physiological Considerations","https://scispace.com/paper/3KYK7WP7","2006","Journal Article","Folia Primatologica","Nomakwezi Mzilikazi
Judith C. Masters
Barry G. Lovegrove","10.1159/000095392","https://www.zotero.org/johankarlssonk9/items/3KYK7WP7/attachment/9EB5Y5IG/reader","Studies investigating heterothermy under natural conditions are particularly scarce for tropical species. However, heterothermy patterns in tropical and subtropical environments often differ markedly from those observed in arctic and temperate species. The investigation of heterothermy in strepsirhine primates has focussed largely on the Malagasy cheirogaleids. In addition, a physiological verification of torpor occurrence in mainland strepsirhines is important with regard to arguments pertaining to the colonization of Madagascar by strepsirhine primates. We measured body temperatures of 11 free-ranging Galago moholi, between February 2002 and September 2003, for 3 consecutive months for each animal. No incidents of heterothermy were recorded throughout the study period. We considered how physiological and ecological aspects of G. moholi biology might have obviated the use of torpor. It was suggested that the breeding pattern observed in G. moholi prevented torpor use whilst increasing fecundity, and that the ecological costs of torpor far outweighed the energetic costs. This study highlights the need for more studies on free-ranging animals to elucidate the physiological, ecological and phylogenetic constraints and determinants of torpor use. Furthermore, if convincing arguments are to be made regarding the possible role of heterothermy in species dispersal, more data from free-ranging animals are needed."
