"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Primate communities: Past, present, and possible future","https://scispace.com/paper/primate-communities-past-present-and-possible-future-3dv8ige36p","2004","Journal Article","American Journal of Physical Anthropology","Kaye E. Reed
Laura R. Bidner","10.1002/AJPA.20153","https://scispace.com/pdf/primate-communities-past-present-and-possible-future-3dv8ige36p.pdf","An understanding of the fundamental causes of the structure of primate communities is important for studies of primate evolutionary history, primate behavioral ecology, and development of conservation strategies. Research into these structuring factors has benefited from new perspectives such as consideration of primate phylogenetic history, metacommunities, and interactions with predators and nonprimate competitors. This review presents the underlying factors of primate community structure within the biogeographic regions of Madagascar, the Neotropics, Africa, and Asia. One of the major differences among these locations likely resulted from the initial primate taxa that colonized each region (a single colonization event in the case of Madagascar and South America, and multiple radiations of higher-level taxa in Africa and Asia). As most primates live in forests, the differences among the forests in these locations, caused by various climatic influences, further influenced speciation and the development of primate communities. Within these habitats, species interactions with different groups of organisms were also instrumental in developing community dynamics. Through an investigation of these fundamental factors, we identify some of the most important effects on primate communities in each region. These findings suggest that low primate richness in Asia may be caused by either the abundance of dipterocarp trees or high levels of monsoon rains. High numbers of frugivores and a lack of folivores in neotropical communities may be associated with competition with sloths that were already present at the time of initial radiation. Climatic patterns which affect forest structure and productivity in Madagascar may be responsible for high numbers of folivorous lemurs. The identification of these factors are important for the conservation of existing primate communities, and indicate directions for future studies.","deep time, i.e., perhaps 1-2 million years. Primate species diversity in Africa as a whole appears somewhat dependent on at least three major prior radiations at the family level or above, and the contraction and expansion of forest areas. Africa:
 Irrespective of the different species in these refugial areas, the primate communities in the rain forests of Africa share ecological equivalents, and thus the community structure for these communities is similar.  showed that communities from Taı ¨and Kibale, although separated by thousands of miles, hold a similar ecological space in comparison with communities on other continents. Interestingly, these ecological vicars (different species that occupy relatively similar ecological niches in two different areas) also happen to be phylogenetically related ). In the case of apes and some prosimians, the species are often identical, but cercopithecoids within various communities are usually different species . Both apes and prosimians have fairly ancient radiations, while the cercopithecoid radiation is likely more recent. It is possible that Perodicticus potto and Galago demidovii are present in most of the communities discussed by  because they radiated long ago across an African forest that may have been intact. Other primate species, including Colobus guereza, Cercocebus galeritis, Cercopithecus neglectus, and Miopithecus talapoin, are associated with riverine forests , and as such, possibly have corridors within and between communities and are thus more widespread. Most studied communities also include one Pan species, and in some areas, Gorilla species add to the diversity. Africa:
 Community structure. African primate communities have been studied for several decades , and importantly several sites have been studied long-term, e.g., Kibale in Uganda, Makakou and the Lope ´Reserve in Gabon, and the Taı ¨Forest Reserve in Co ˆte d'Ivoire.  provided an excellent review of the causes for the structure of African primate communities, and highlighted the need for renewed conservation efforts. African primate communities located in tropical forests share fairly high numbers of arboreal frugivores, 2-3 arboreal folivores, terrestrial cryptic foragers of the Papionin tribe, and 2-5 nocturnal gumivore/insectivores. While each forest community is dominated by medium to large-sized, frugivorous, arboreal, diurnal species, high biomasses, where they occur, are the result of the presence of arboreal folivores ."
"ASTRAL-II: coalescent-based species tree estimation with many hundreds of taxa and thousands of genes.","https://scispace.com/paper/astral-ii-coalescent-based-species-tree-estimation-with-many-1pe5ofd91g","2015","Journal Article","Bioinformatics","Siavash Mirarab
Tandy Warnow","10.1093/BIOINFORMATICS/BTV234","https://scispace.com/pdf/astral-ii-coalescent-based-species-tree-estimation-with-many-1pe5ofd91g.pdf","MOTIVATION The estimation of species phylogenies requires multiple loci, since different loci can have different trees due to incomplete lineage sorting, modeled by the multi-species coalescent model. We recently developed a coalescent-based method, ASTRAL, which is statistically consistent under the multi-species coalescent model and which is more accurate than other coalescent-based methods on the datasets we examined. ASTRAL runs in polynomial time, by constraining the search space using a set of allowed 'bipartitions'. Despite the limitation to allowed bipartitions, ASTRAL is statistically consistent. RESULTS We present a new version of ASTRAL, which we call ASTRAL-II. We show that ASTRAL-II has substantial advantages over ASTRAL: it is faster, can analyze much larger datasets (up to 1000 species and 1000 genes) and has substantially better accuracy under some conditions. ASTRAL's running time is [Formula: see text], and ASTRAL-II's running time is [Formula: see text], where n is the number of species, k is the number of loci and X is the set of allowed bipartitions for the search space. AVAILABILITY AND IMPLEMENTATION ASTRAL-II is available in open source at https://github.com/smirarab/ASTRAL and datasets used are available at http://www.cs.utexas.edu/~phylo/datasets/astral2/. CONTACT smirarab@gmail.com SUPPLEMENTARY INFORMATION Supplementary data are available at Bioinformatics online.","Title: ASTRAL-II: coalescent-based species tree estimation with many hundreds of taxa and thousands of genes Authors: Siavash Mirarab (Corresponding Author),Tandy Warnow"
"Phylogenetic diversity and the conservation biogeography of African primates","https://scispace.com/paper/phylogenetic-diversity-and-the-conservation-biogeography-of-2iel4cm4m5","2007","Journal Article","Journal of Biogeography","Keriann C. McGoogan
Tracy L. Kivell
Matthew Hutchison
Hilary C. Young
Sean Blanchard
Margaret Keeth
Shawn M. Lehman","10.1111/J.1365-2699.2007.01759.X","https://scispace.com/pdf/phylogenetic-diversity-and-the-conservation-biogeography-of-2iel4cm4m5.pdf","Aim Phylogenetics has an important role in conservation biogeography.
However, there are few data on the phylogenetic diversity of African primates.
The phylogenetic diversity (PD) of a species is a measure of its taxonomic
distinctness and can be estimated by looking at the phylogenetic relationships
among taxa. Species-specific metrics on PD can then be used to determine
conservation priorities at various biogeographical scales. We used PD metrics to
rank 55 African primate species according to their conservation priorities at the
country level and within six African biogeographical regions. We also addressed
the following question: are there differences in conservation rankings between the
IUCN Red List and our PD metrics?
Location Africa.
Methods We created a consensus phylogeny for all African primate clades based
on genetic studies. Analyses of species distributions were determined using
presence/absence scores at two levels: country and biogeographical region.
A node-based method that standardizes for widespread taxa and endemicity was
used to calculate PD indices. Hierarchical cluster analysis was used to convert one
of the standardized, phylogenetic indices into three clusters that could be ranked
and compared with the main IUCN conservation rankings of endangered,
vulnerable, and lower risk.
Results At the country and region levels, the top-priority species in terms of PD are
Pan paniscus, Macaca sylvanus, Arctocebus calabarensis, Gorilla beringei, Arctocebus
aureus, Allenopithecus nigroviridis, Gorilla gorilla, Procolobus verus, Cercopithecus
solatus, Cercocebus galeritus, Colobus angolensis, Theropithecus gelada, Galagoides
zanzibaricus, Galagoides granti, and Procolobus (Piliocolobus) badius. Geographic
rankings were highest for the Democratic Republic of the Congo (country level) and
Central Africa (region level). Although there were no overall differences between
IUCN conservation ranks and the PD rankings, there were significant differences
between the two systems for vulnerable and endangered primate taxa.
Main conclusions There are few ecological and behavioural data on populations
of some of the African primates that represent the highest levels of phylogenetic
diversity. Studies of primate taxa with high PD rankings should focus on
identifying sites suitable for intensive studies of population densities, feeding
ecology, and reproductive behaviour. We suggest that PD metrics can serve as an
important, complementary data set in the IUCN ranking system for primates.","Title: Phylogenetic diversity and the conservation biogeography of African primates Authors: Keriann Mcgoogan,Tracy Kivell,Matthew Hutchison,Hilary Young,Sean Blanchard,Margaret Keeth,Shawn M Lehman (Corresponding Author) Keywords: Africa, catarrhines, conservation biogeography, conservation rankings, endemism, phylogenetics, primates"
"Ultraconserved elements are novel phylogenomic markers that resolve placental mammal phylogeny when combined with species-tree analysis.","https://scispace.com/paper/ultraconserved-elements-are-novel-phylogenomic-markers-that-2d2lvz4on0","2012","Journal Article","Genome Research","John E. McCormack
Brant C. Faircloth
Nicholas G. Crawford
Patricia Adair Gowaty
Robb T. Brumfield
Travis C. Glenn","10.1101/GR.125864.111","https://scispace.com/pdf/ultraconserved-elements-are-novel-phylogenomic-markers-that-2d2lvz4on0.pdf","Phylogenomics offers the potential to fully resolve the Tree of Life, but increasing genomic coverage also reveals conflicting evolutionary histories among genes, demanding new analytical strategies for elucidating a single history of life. Here, we outline a phylogenomic approach using a novel class of phylogenetic markers derived from ultraconserved elements and flanking DNA. Using species-tree analysis that accounts for discord among hundreds of independent loci, we show that this class of marker is useful for recovering deep-level phylogeny in placental mammals. In broad outline, our phylogeny agrees with recent phylogenomic studies of mammals, including several formerly controversial relationships. Our results also inform two outstanding questions in placental mammal phylogeny involving rapid speciation, where species-tree methods are particularly needed. Contrary to most phylogenomic studies, our study supports a first-diverging placental mammal lineage that includes elephants and tenrecs (Afrotheria). The level of conflict among gene histories is consistent with this basal divergence occurring in or near a phylogenetic ‘‘anomaly zone’’ where a failure to account for coalescent stochasticity will mislead phylogenetic inference. Addressing a long-standing phylogenetic mystery, we find some support from a high genomic coverage data set for a traditional placement of bats (Chiroptera) sister to a clade containing Perissodactyla, Cetartiodactyla, and Carnivora, and not nested within the latter clade, as has been suggested recently, although other results were conflicting. One of the most remarkable findings of our study is that ultraconserved elements and their flanking DNA are a rich source of phylogenetic information with strong potential for application across Amniotes. [Supplemental material is available for this article.]","that, in the Bayesian concatenation analysis, the tree shrew grouped with Glires instead of with pri-mates. The STAR tree, on the other hand, placed tree shrew in its accepted position as an outgroup to primates ). Assessing the need for species trees with coalescent simulation:
 Next, using a coalescent simulation, we assessed the specific need for a species-tree approach to resolve the basal divergence of placental mammal superorders. Simulating gene histories on several possible species histories reflecting current knowledge about early placental mammal divergence ) revealed that discord among gene histories is expected to be high over a large span of realistic demographic values for generation time, population size, and divergence time (Fig. ). Plotting observed values of gene-tree discord from a recent study (Table ; ) on this theoretical state-space suggests that the basal divergence event exists in a region of especially high gene-tree discord and may even lie in a phylogenetic anomaly zone where concatenation will mislead phylogenetic inference (Fig. ). Values of gene-tree discord estimated from our own data (Table ) are even higher and thus place the divergence event even closer to the anomaly zone. UCE species tree supports Afrotheria as the first-diverging placental mammal lineage:
 The STAR tree from the 683-locus data set created expressly to explore the basal relationships of placental mammal superorders indicated that Afrotheria was the first superorder to diverge, with 64% bootstrap support (Fig. ). Alternate topologies had less than half the bootstrap support: 31% of bootstrap replicates supported a sister relationship between Afrotheria and Xenarthra, and 5% supported a scenario with Xenarthra diverging first (Table ). As expected based on the coalescent simulations, gene trees were highly discordant for the basal relationships. Of 591 gene trees, 433 (73%) were resolved for the relationships between Afrotheria, Xenarthra, and Boreotheria. Of the resolved gene trees, a plurality supported Afrotheria as diverging first (26% compared with 25% for Afrotheria and Xenarthra as sister taxa and 23% for Xenarthra diverging first) (Table ). In contrast to the STAR tree, the Bayesian tree built from concatenated data supported Afrotheria and Xenarthra as sister taxa with high PP. UCE species tree and the phylogenetic placement of bats:
 With respect to the phylogenetic position of bats within the Laurasiatheria, our highest genomic coverage data set produced a STAR tree that supports bats as sister to a group containing Perissodactyla, Cetartiodactyla, and Carnivora, with 64% bootstrap support (Fig. ). The Bayesian tree with concatenated data produced an unusual topology with high PP for all nodes showing bats grouping sister to Perissodactyla, with this group sister to a monophyletic group containing Cetartiodactyla and Carnivora."
"Mitochondrial Sequences as Indicators of Generic Classification in Bush Babies","https://scispace.com/paper/mitochondrial-sequences-as-indicators-of-generic-3bbhc200qx","2000","Journal Article","International Journal of Primatology","Massimiliano Delpero
Judith C. Masters
Dario Zuccon
Piero Cervella
S. Crovella
G. Ardito","10.1023/A:1005502927658","https://scispace.com/pdf/mitochondrial-sequences-as-indicators-of-generic-3bbhc200qx.pdf","Systematic relationships among the African bush babies are not well understood. Various generic designations are currently in use. Some authors refer all species to a single genus (Galago), while others recognize ≤4 genera. Phylogenetic reconstructions based on morphology, karyology, allozymes and vocal repertoires have generated inconsistent hypotheses of relationship. We analyzed partial sequences of three mitochondrial genes (270 bp from cytochrome b, 387 bp from 12S rRNA, and 241 bp from 16S rRNA, total 898 bp) to resolve some uncertainties. We sampled taxa from each of three genera: Galagoides alleni, G. demidoff and G. zanzibaricus; Galago senegalensis, G. gallarum and G. moholi; and Otolemur crassicaudatus and O. garnettii. Outgroup taxa were Asian lorises: Nycticebus coucang and Loris tardigradus. We analyzed sequences separately and in combination, and modeled phylogenies using maximum parsimony, weighted parsimony, neighbor-joining and maximum-likelihood. We obtained some variation in phylogenetic inference depending on sequence and analytical method, but the results also gave strong phylogenetic signals. The lesser bush babies invariably formed a clade, showing evidence of very recent radiation. The greater bush babies also formed a clade, marked by somewhat greater interspecific genetic distances, which was allied with Galagoides alleni in most instances. Galagoides demidoff and G. zanzibaricus are not closely related, though both diverged early in the history of the group. A genus comprising Galagoides alleni, G. demidoff and G. zanzibaricus is not supported by our data. The most likely alliance for Galagoides alleni is within the genus Otolemur. Of the three partial sequences employed in the study, 16S rRNA gave the most consistent results, while cytochrome b was least informative.","in Bush Babies Authors: M Delpero,J C Masters (Corresponding Author),D Zuccon,P Cervella,S Crovella,G Ardito Keywords: galago, bush baby, mitochondrial genes, phylogeny, systematics INTRODUCTION The Systematic Problem:
 The African bush babies, classified most consistently as a subfamily of the Loridae Gray, 1821 (ϭ Lorisidae Gregory, 1915)-subfamily Galagonina Gray, 1825 (ϭ Galaginae Mivart, 1864)-of the primate suborder Strepsirrhini, are among the most neglected groups of living primates. Their distribution in regions to which access is often difficult if not dangerous, and their shy, nocturnal habits have combined to obscure them from the notice of primatologists and systematists alike. For example, although Linnaeus included in his 10th edition a wide range of extant primate taxa, including cryptic animals like the slow loris, he was unaware of the existence of galagos. INTRODUCTION The Systematic Problem:
 Previous attempts at reconstructing galago phylogeny  yielded conflicting hypotheses of relationships . Taxonomy is inconsistently applied and appears to rest principally on two features: body size and the extent of prolongation of the premaxillae beyond the anterior margin of the lower jaw: essentially, the length of the rostrum. Thus in the most recent revision ) advocated three genera to comprise 11 species of bush babies. INTRODUCTION The Systematic Problem:
 Galagoides: dwarf galagos, and medium-sized galagos that show the same premaxillary elongation as found in their dwarf counterparts (including the species alleni, demidoff, thomasi, zanzibaricus) Galago: lesser galagos, with foreshortened muzzles  Otolemur: greater galagos, with robust muzzles lacking premaxillary extension  Taxonomic problems are exacerbated by questions of how many species are implied by the material in hand and how many still await discovery in the challenging African hinterland. INTRODUCTION The Systematic Problem:
 We obtained tissue samples from 8 species, representing all three genera: . We analyzed partial sequences from three mitochondrial genes, separately and in combination using several analytical techniques to investigate their potential to resolve uncertainties in galago systematics. The sequences were derived from two ribosomal genes, 16S and 12S rRNA, and a protein-coding gene, cytochrome b (cyt b). The genes and various sites within each gene are under different structural and functional constraints and thus will show very different patterns and rates of substitution . Previous studies have shown that sequences with relatively slow rates of change, such as the 12S rRNA gene, may be more appropriate for addressing deeper phylogenic questions, while genes with faster substitution rates, like cyt b, are suited to the resolution of relationships between more closely related species.  suggested that the extant radiation of bush babies is of a limited time depth, i.e., Plio-Pleistocene, with some very recent elements, e.g., the lesser bush baby radiation appears to have occurred within the last 1 Ma. Hence, we also sampled a highly variable portion of the 16S rRNA gene, which in some vertebrates has a mutation rate similar to the mitochondrial control region ."
"Evolutionary Dynamics of Speciation and Extinction","https://scispace.com/paper/evolutionary-dynamics-of-speciation-and-extinction-3kabyyhuxr","2015","","","Dawn King","","https://scispace.com/pdf/evolutionary-dynamics-of-speciation-and-extinction-3kabyyhuxr.pdf","Presented here is an interdisciplinary study that draws connections between the fields of physics, mathematics, and evolutionary biology. Importantly, as we move through the Anthropocene Epoch, where human-driven climate change threatens biodiversity, understanding how an evolving population responds to extinction stress could be key to saving endangered ecosystems. With a neutral, agent-based model that incorporates the main principles of Darwinian evolution, such as heritability, variability, and competition, the dynamics of speciation and extinction is investigated. The simulated organisms evolve according to the reaction-diffusion rules of the 2D directed percolation universality class. Offspring are generated according to one of three reproduction schemes. Mate choice dictates offspring placement, and it defines a species based on reproductive isolation (known as the biological species concept), while a globally enforced death process ensues within each generation. This system is shown to exhibit nonequilibrium, continuous phase transitions as a function of the individual death probability. The dynamical rules that enable phase transition and clustering behavior to transpire behavior is discussed, and a connection is drawn to another type of phase transition that arises by mate choice alone. Coalescent theory is then used to explore common descent in evolved phylogenetic tree structures at both the individual and cluster level. Finally, an extinction scenario is implemented where, after reaching a steady-state, a large population percentage is killed. Historical contingency is shown to play a major role in recovery from mass extinction at criticality.","incorporate selection, simulations of adaptive radiation of both lineages and morphologies during recovery from mass extinction, and the identification of hierarchical relations between levels of clustering. INTRODUCTION: Here, common descent is investigated by exploring phylogenetic tree structures. INTRODUCTION:
 Embedded in the simulation RD dynamics is the coalescing of two organismswhen one organism is within 0.25 units of another, then one is randomly removed. These coalescent events of individual organisms should not be confused with the coalescent process that will be discussed hereafter. It is an unfortunate terminological side effect that cannot be helped, and since an entire mathematical field of study cannot be renamed, nor can the events of the directed percolation RD process be renamed. For the remainder of this dissertation, a coalescent event will be considered to occur when two or more individuals (or clusters) find a common ancestor. Thus, coalescence is the merging of genealogical branches backwards in time. Phylogenetic Trees.:
 A phylogenetic tree, sometimes called a genealogy or phylogeny, describes relationships in time between living things. A tree can describe relationships at all levels of biological organization, such as a family tree of individuals or the ancestral relationships and divergences of species. It can also show hierarchical relationships. For example, the class Mammalia branches into 19 orders (carnivore, primate, cetacean, etc.); these nineteen orders further branch into families, the families into genera, and the genera into species, etc. Phylogenetic Trees.:
 There are a variety of methods to reconstruct phylogenetic trees, but all entail finding common descent. For example, models demonstrate that gene trees can be used to reconstruct species phylogenies , or that structured mating populations (i.e., not random mating) can demonstrate common descent of all living humans . Paleogeneticists have uncovered the relationships between our ancient ancestors and us, notably by countering the 'recent single-origin' with the 'leaky replacement' hypothesis . Basically, the recent single-origin hypothesis (also known as the 'out-of-Africa hypothesis) claims that the first descendants of the genus Homo were discovered in Africa, and these descendants date back to a few million years ago. Of the 22 known species of our genus, only one species survived and migrated out of Africa: Homo sapiens. The counter to the single-origin hypothesis is not arguing that the genus Homo originated out of Africa, but that homo sapiens were not the only genus to migrate out of Africa. Recent paleogenetic studies have shown that not all humans have descent out of Africa."
"Coalescent Histories for Lodgepole Species Trees","https://scispace.com/paper/coalescent-histories-for-lodgepole-species-trees-36xrztnt5b","2015","Journal Article","Journal of Computational Biology","Filippo Disanto
Noah A. Rosenberg","10.1089/CMB.2015.0015","https://scispace.com/pdf/coalescent-histories-for-lodgepole-species-trees-36xrztnt5b.pdf","Coalescent histories are combinatorial structures that describe for a given gene tree and species tree the possible lists of branches of the species tree on which the gene tree coalescences take place. Properties of the number of coalescent histories for gene trees and species trees affect a variety of probabilistic calculations in mathematical phylogenetics. Exact and asymptotic evaluations of the number of coalescent histories, however, are known only in a limited number of cases. Here we introduce a particular family of species trees, the lodgepole species trees (λn)n≥0, in which tree λn has m=2n+1 taxa. We determine the number of coalescent histories for the lodgepole species trees, in the case that the gene tree matches the species tree, showing that this number grows with m!! in the number of taxa m. This computation demonstrates the existence of tree families in which the growth in the number of coalescent histories is faster than exponential. Further, it provides a substantial improvement...","Title: Coalescent Histories for Lodgepole Species Trees Authors: Filippo Disanto (Corresponding Author),Noah A Rosenberg Keywords: coalescence, genealogy, phylogeny"
"Whole-genome sequencing confirms multiple species of Galapagos giant tortoises","https://scispace.com/paper/whole-genome-sequencing-confirms-multiple-species-of-3owt9a4e","2023","Posted Content","bioRxiv","Stephen J. Gaughran
Rachel M. Gray
Menna E. Jones
Nicola Fusco
Alexander Ochoa
Nikos Poulakakis
Kevin de Queiroz
Adalgisa Caccone
Evelyn L. Jensen","10.1101/2023.04.05.535692","https://scispace.com/pdf/whole-genome-sequencing-confirms-multiple-species-of-3owt9a4e.pdf","Galapagos giant tortoises are endemic to the Galapagos Archipelago, where they are found in isolated populations. While these populations are widely considered distinguishable in morphology, behavior, and genetics, the recent divergence of these taxa has made their status as species controversial. Here, we apply modern methods of species delimitation to whole genome resequencing data from 38 tortoises across all 13 extant taxa to assess support for delimiting these taxa as species. We find strong evidence to reject the hypothesis that all Galapagos giant tortoises belong to a single species. Instead, a conservative interpretation of model-based and divergence-based results indicates that these taxa form a species complex consisting of a minimum of 5 species, with some analyses supporting as many as 13 species. There is mixed support for the species status of taxa living on the same island, with some methods delimiting them as separate species and others suggesting there is a single species per island. These results make clear that Galapagos giant tortoise taxa represent different stages in the process of speciation, with some taxa further along in that evolutionary process than others. A better understanding of the more complex parts of that process is urgently needed, given the threatened status of Galapagos giant tortoises.","Title: Whole-genome sequencing confirms multiple species of Galapagos giant tortoises Authors: Stephen J Gaughran,Rachel Gray,Menna Jones,Nicole Fusco,Alexander Ochoa,Joshua M Miller,Nikos Poulakakis,Kevin De Queiroz,Adalgisa Caccone,Evelyn L Jensen Keywords: Galapagos giant tortoise, species, taxonomy, multispecies coalescent, genomics"
"Discordance of Species Trees with Their Most Likely Gene Trees: A Unifying Principle","https://scispace.com/paper/discordance-of-species-trees-with-their-most-likely-gene-43kuzm37mk","2013","Journal Article","Molecular Biology and Evolution","Noah A. Rosenberg","10.1093/MOLBEV/MST160","https://scispace.com/pdf/discordance-of-species-trees-with-their-most-likely-gene-43kuzm37mk.pdf","A labeled gene tree topology that disagrees with a labeled species tree topology is said to be anomalous if it is more probable under a coalescent model for gene lineage evolution than the labeled gene tree topology that matches the species tree. It has previously been shown that as a consequence of short internal branches of the species tree, for every labeled species tree topology withfive or more taxa, and for asymmetric four-taxon species tree topologies, an assignment of species tree branch lengths can be made which gives rise to anomalous gene trees (AGTs). Here, I offer an alternative characterization of this result—a labeled species tree topology produces AGTs if and only if it contains two consecutive internal branches in an ancestor‐descendant relationship—and I provide a proof that follows from the change in perspective. The reformulation and alternative proof of the existence result for AGTs provide the insight that it is not merely short internal branches that generate AGTs, but instead, short internal branches that are arranged consecutively. For a labeled binary rooted species tree on n species, with one gene lineage sampled per species, an AGT is a labeled gene tree topology whose probability under the multispecies coalescent model exceeds the probability of the matching gene tree topology (Degnan and Rosenberg 2006). Denoting a la","Title: Discordance of Species Trees with Their Most Likely Gene Trees: A Unifying Principle Authors: Noah A Rosenberg (Corresponding Author),Barbara Holland Keywords: anomalous gene trees, coalescent, species trees"
"A Characterization of the Set of Species Trees that Produce Anomalous Ranked Gene Trees","https://scispace.com/paper/a-characterization-of-the-set-of-species-trees-that-produce-1vesqepr87","2012","Journal Article","IEEE/ACM Transactions on Computational Biology and Bioinformatics","James H. Degnan
Noah A. Rosenberg
Tanja Stadler","10.1109/TCBB.2012.110","https://scispace.com/pdf/a-characterization-of-the-set-of-species-trees-that-produce-1vesqepr87.pdf","Ranked gene trees, which consider both the gene tree topology and the sequence in which gene lineages separate, can potentially provide a new source of information for use in modeling genealogies and performing inference of species trees. Recently, we have calculated the probability distribution of ranked gene trees under the standard multispecies coalescent model for the evolution of gene lineages along the branches of a fixed species tree, demonstrating the existence of anomalous ranked gene trees (ARGTs), in which a ranked gene tree that does not match the ranked species tree can have greater probability under the model than the matching ranked gene tree. Here, we fully characterize the set of unranked species tree topologies that give rise to ARGTs, showing that this set contains all species tree topologies with five or more taxa, with the exceptions of caterpillars and pseudocaterpillars. The results have implications for the use of ranked gene trees in phylogenetic inference.","Title: A Characterization of the Set of Species Trees that Produce Anomalous Ranked Gene Trees Authors: James H Degnan,Noah A Rosenberg,Tanja Stadler,A Rosenberg,T Stadler Keywords: Anomalous gene trees, coalescent, genealogies, phylogenetics, population genetics"
"English Common Names for Subspecies and Species of African Primates","https://scispace.com/paper/english-common-names-for-subspecies-and-species-of-african-3faguqokmv","2006","Journal Article","Primate Conservation","Peter Grubb","10.1896/0898-6207.20.1.65","https://scispace.com/pdf/english-common-names-for-subspecies-and-species-of-african-3faguqokmv.pdf","Approximately 1,000 English-language names have been used for African primates. Grubb et al. (2003) chose a single common name for each species (with a few exceptions) and for each subspecies. The present paper provides the opportunity to compare these preferred names with others published in the literature. The aim is to encourage primatologists to evaluate the choice of names, to assess the principles adopted in compiling the selective list, to amend this list where they see fi t, preferably","recognized as the smallest diagnosable assemblages of interbreeding organisms , according to the phylogenetic-species defi nition (""phylogenetic species-concept""), many common names for subspecies would be needed as names for species. Conclusions:
 The preferred names of species and subspecies in Table  and  could be regarded as a recommended list. However, conformity with this or any other list -if desired -can only be achieved through consensus. I do not wish to assert which names should be selected. Readers can see what common names have been used for African primates and, if they wish, decide which names they would prefer to use. They may not agree with some of the choices of recommended names or with some of the principles employed in their selection. They may choose different names out of the alternatives listed in Table  or they may wish to create some entirely new names. If the latter, it would be desirable if they explained their reasons and remembered that new names increase the load of vernacular nomenclature in the literature. More discussion on the common names to be adopted for primates is probably desirable. It would be interesting to know of the diversity of common names of primates in French, German, and other languages. To the extent that English is an international language of science, it would be desirable to achieve more stability for English-language common names. Conclusions:
 Literature cited, including sources of primate names in Table ."
"Speciation Generates Mosaic Genomes in Kangaroos.","https://scispace.com/paper/speciation-generates-mosaic-genomes-in-kangaroos-2o21tt39ks","2018","Journal Article","Genome Biology and Evolution","Maria Nilsson
Yichen Zheng
Vikas Kumar
Matthew J. Phillips
Axel Janke","10.1093/GBE/EVX245","https://scispace.com/pdf/speciation-generates-mosaic-genomes-in-kangaroos-2o21tt39ks.pdf","The iconic Australasian kangaroos and wallabies represent a successful marsupial radiation. However, the evolutionary relationship within the two genera, Macropus and Wallabia, is controversial: mitochondrial and nuclear genes, and morphological data have produced conflicting scenarios regarding the phylogenetic relationships, which in turn impact the classification and taxonomy. We sequenced and analyzed the genomes of 11 kangaroos to investigate the evolutionary cause of the observed phylogenetic conflict. A multilocus coalescent analysis using ∼14,900 genome fragments, each 10 kb long, significantly resolved the species relationships between and among the sister-genera Macropus and Wallabia. The phylogenomic approach reconstructed the swamp wallaby (Wallabia) as nested inside Macropus, making this genus paraphyletic. However, the phylogenomic analyses indicate multiple conflicting phylogenetic signals in the swamp wallaby genome. This is interpreted as at least one introgression event between the ancestor of the genus Wallabia and a now extinct ghost lineage outside the genus Macropus. Additional phylogenetic signals must therefore be caused by incomplete lineage sorting and/or introgression, but available statistical methods cannot convincingly disentangle the two processes. In addition, the relationships inside the Macropus subgenus M. (Notamacropus) represent a hard polytomy. Thus, the relationships between tammar, red-necked, agile, and parma wallabies remain unresolvable even with whole-genome data. Even if most methods resolve bifurcating trees from genomic data, hard polytomies, incomplete lineage sorting, and introgression complicate the interpretation of the phylogeny and thus taxonomy.","species to the agile wallaby (M. agilis), different from the nuclear coalescent species tree (fig. ). The mt phylogenetic placement of Wallabia as the sister-group to the genus Macropus is strongly supported. Phylogenetic Analysis of Concatenated Genome Fragments and Coding Sequences:
 For comparison to the multilocus analyses, analyses of alignments from 200 random, concatenated 10 kb GF alignments (2 Mb) reconstructed a topology consistent with the coalescent species tree (fig. ), except for the relationship inside M. (Notamacropus) (supplementary fig. , Supplementary Material online). All nodes, except inside M. (Notamacropus) (44%) receive 100% support, suggesting that the majority of the individual ML trees do not differ topologically. The consensus tree based on concatenated GFs places the tammar wallaby as the sister group to agile, parma, and red-necked wallabies. Phylogenetic analysis of 5,017 concatenated CDS (7.49 Mb), is consistent with the coalescent species tree, but resolves the phylogeny inside M. (Notamacropus) differently (supplementary fig. , Supplementary Material online), as the red-necked wallaby is the sister species to the agile, parma, and tammar wallabies. Thus, coalescent analysis of ML trees, and concatenation of GFs and CDS reconstruct the same internal topology of Macropus and Wallabia, but differ in the relationships within M. (Notamacropus). Network Analyses Show Strong Phylogenetic Conflict among Kangaroos:
 A SplitsTree consensus network of all 10 kb long GF alignments depicts the complex relationships of branches, which occur in at least 10% of the GF ML-trees (fig. ). The cuboid structures in the network reveal that numerous GFs contain conflicting phylogenetic signals. The network analyses show the intricate evolutionary processes for the deeper relationships inside Macropus. Both the M. (Notamacropus) and M. (Osphranter) clades are monophyletic in the network at the 10% threshold. Increasing the threshold in the network to branches that are supported by at least 20% of the GF MLtrees, shows only conflict among the four species in core-M. (Notamacropus) (excluding black-gloved wallaby) (supplementary fig. , Supplementary Material online). In the network analysis, the relationships within M. (Osphranter) are stable and show no conflict until reducing the threshold to 5% (supplementary fig. , Supplementary Material online). SplitsTree networks reconstructed for GF alignments of 20-to 40-kb lengths reconstruct nearly identical networks to that of the 10-kb GFs (supplementary fig. , Supplementary Material online)."
